zone,state,lga,sector,ea,hhid,plotid,s11c1q1a1,s11c1q1a2,s11c1q1a3,s11c1q1a4,s11c1q1b1,s11c1q1b2,s11c1q1b3,s11c1q1b4,s11c1q1c1,s11c1q1c2,s11c1q1c3,s11c1q1c4,s11c1q1d1,s11c1q1d2,s11c1q1d3,s11c1q1d4,s11c1q2,s11c1q3,s11c1q4,s11c1q5,s11c1q6,s11c1q7,s11c1q8,s11c1q9,s11c1q10,tracked_obs
1,31,3115,2,680,310025,1,1,24,4,5,2,24,4,4,4,24,4,4,5,24,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3115,2,680,310026,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3115,2,680,310026,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3115,2,680,310026,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3115,2,680,310027,1,1,2,4,5,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3115,2,680,310029,1,7,12,6,8,4,4,1,8,5,4,2,8,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3115,2,680,310029,2,7,12,6,8,4,4,1,8,5,4,2,8,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3115,2,680,310029,3,7,12,6,8,4,4,1,8,5,4,2,8,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3115,2,680,310029,4,7,12,6,8,4,4,1,8,5,4,2,8,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3115,2,680,310030,1,1,3,5,4,3,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2000,2,2,1200,NA,NA,NA,0
1,31,3115,2,680,310030,2,1,3,5,4,3,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2000,2,2,1200,NA,NA,NA,0
1,31,3111,2,2966,310031,1,1,7,6,3,2,7,6,2,3,7,6,2,4,7,6,3,2,2,500,NA,NA,NA,NA,NA,NA,0
1,31,3111,2,2966,310031,2,1,7,6,3,2,7,6,2,3,7,6,2,4,7,6,3,3,1,500,1,2,400,NA,NA,NA,0
1,31,3111,2,2966,310032,1,1,24,6,8,2,24,6,8,11,6,2,8,12,24,6,8,6,2,6000,4,2,2000,NA,NA,NA,0
1,31,3111,2,2966,310032,2,1,24,6,8,2,24,6,8,11,6,2,8,12,24,6,8,6,5,6000,4,2,2000,NA,NA,NA,0
1,31,3111,2,2966,310033,1,1,24,6,8,2,24,6,8,3,8,2,8,4,8,2,8,3,2,3000,NA,NA,NA,NA,NA,NA,0
1,31,3111,2,2966,310033,2,1,24,6,8,2,24,6,8,3,8,2,8,4,8,2,8,2,1,2000,NA,NA,NA,NA,NA,NA,0
1,31,3111,2,2966,310033,3,1,24,6,8,2,24,6,8,3,8,2,8,4,8,2,8,5,3,5000,NA,NA,NA,NA,NA,NA,0
1,31,3111,2,2966,310033,4,1,24,6,8,2,24,6,8,3,6,2,8,4,8,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3111,2,2966,310034,1,2,40,6,9,3,12,6,4,4,20,6,5,NA,NA,NA,NA,23,2,200,10,2,200,NA,NA,NA,0
1,31,3111,2,2966,310034,2,2,40,6,9,3,12,6,4,4,20,6,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3111,2,2966,310034,3,2,40,6,9,3,12,6,4,4,20,6,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3111,2,2966,310034,4,2,40,6,9,3,12,6,4,4,20,6,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3111,2,2966,310035,1,2,NA,6,9,3,NA,6,9,4,NA,6,9,5,NA,6,9,NA,2,1000,NA,2,1000,NA,NA,NA,0
1,31,3111,2,2966,310035,2,2,NA,6,9,3,NA,6,9,4,NA,6,9,5,NA,6,9,NA,2,1000,NA,2,1000,NA,NA,NA,0
1,31,3111,2,2966,310035,3,2,NA,6,9,3,NA,6,9,4,NA,6,9,5,NA,6,9,NA,2,1000,NA,2,1000,NA,NA,NA,0
1,31,3111,2,2966,310035,4,2,NA,6,9,3,NA,6,9,4,NA,6,9,5,NA,6,9,NA,2,1000,NA,2,1000,NA,NA,NA,0
1,31,3111,2,2966,310036,1,4,6,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3111,2,2966,310037,1,1,20,6,8,2,20,6,8,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5000,12,2,1000,NA,NA,NA,0
1,31,3111,2,2966,310037,2,1,20,6,8,2,20,6,8,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4000,10,2,1000,NA,NA,NA,0
1,31,3111,2,2966,310037,3,1,20,6,8,2,20,6,8,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6000,12,3,1000,7,2,7000,0
1,31,3111,2,2966,310037,4,1,20,6,8,2,20,6,8,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4000,7,1,1000,3,2,2000,0
1,31,3111,2,2966,310038,1,1,1,2,7,2,1,2,6,3,1,4,NA,NA,NA,NA,NA,5,2,500,4,2,400,NA,NA,NA,0
1,31,3111,2,2966,310038,2,1,1,2,7,2,1,2,6,3,1,4,NA,NA,NA,NA,NA,5,2,500,4,2,400,NA,NA,NA,0
1,31,3111,2,2966,310038,3,1,1,2,4,2,1,2,2,3,1,4,NA,NA,NA,NA,NA,5,2,500,4,2,400,NA,NA,NA,0
1,31,3111,2,2966,310038,4,1,1,2,4,2,1,2,2,3,1,4,NA,NA,NA,NA,NA,5,2,500,4,2,400,NA,NA,NA,0
1,31,3111,2,2966,310039,1,1,4,6,8,2,4,5,4,3,4,3,2,4,3,2,2,10,2,500,4,2,400,NA,NA,NA,0
1,31,3111,2,2966,310039,2,1,4,6,6,2,4,5,4,3,4,3,2,4,4,3,2,8,2,500,4,2,400,NA,NA,NA,0
1,31,3111,2,2966,310039,3,1,4,6,4,2,4,5,4,3,4,3,2,4,4,3,2,7,2,500,4,2,400,NA,NA,NA,0
1,31,3111,2,2966,310040,1,1,1,3,6,2,1,3,4,3,1,2,3,4,1,3,3,10,2,500,6,2,400,NA,NA,NA,0
1,31,3111,2,2966,310040,2,1,1,3,4,2,1,3,4,3,1,2,3,4,1,3,3,NA,NA,NA,10,2,400,NA,NA,NA,0
1,31,3107,2,1092,310041,1,1,20,6,9,2,20,6,9,6,20,6,9,3,7,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,2,1092,310042,1,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,2,1092,310043,1,2,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,2,1092,310043,2,2,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,2,1092,310043,3,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,2,1092,310044,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,2,1092,310044,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,2,1092,310044,3,1,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,250,2,2,250,NA,NA,NA,0
1,31,3107,2,1092,310045,1,1,1,2,6,2,1,2,5,8,1,2,5,12,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,2,1092,310045,2,1,1,2,6,2,1,2,5,8,1,2,5,12,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,2,1092,310046,1,1,1,1,2,2,1,1,1,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,2,1092,310046,2,1,1,2,4,2,1,2,2,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,2,1092,310046,3,1,1,2,4,2,1,2,2,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,2,1092,310047,1,1,32,6,8,6,32,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,2,1092,310047,2,1,32,6,8,6,32,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,2,1092,310047,3,1,20,6,9,6,20,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,2,1092,310048,1,1,20,6,8,2,20,6,8,7,20,6,8,9,20,6,8,10,1,4000,20,1,3700,NA,NA,NA,0
1,31,3107,2,1092,310048,2,1,20,6,8,2,20,6,8,7,20,6,8,9,20,6,8,10,1,4000,20,1,3700,NA,NA,NA,0
1,31,3107,2,1092,310049,1,1,20,6,6,2,20,6,6,8,20,6,6,9,20,6,6,40,1,1750,5,1,1000,NA,NA,NA,0
1,31,3107,2,1092,310049,2,1,20,6,6,2,20,6,6,8,20,6,6,9,20,6,6,50,1,1800,5,1,1000,NA,NA,NA,0
1,31,3107,2,1092,310049,3,1,20,6,6,2,20,6,6,8,20,6,6,9,20,6,6,40,1,1750,5,1,1000,NA,NA,NA,0
1,31,3107,2,1092,310050,1,1,24,6,6,2,24,6,6,6,24,6,6,3,24,2,4,10,1,1000,20,1,1000,NA,NA,NA,0
1,31,3107,2,1092,310050,2,1,24,6,6,2,24,6,6,6,24,6,6,3,24,2,4,10,1,1000,20,1,1000,NA,NA,NA,0
1,31,3107,1,724,310052,1,1,20,5,9,2,20,5,8,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4000,3,2,3000,NA,NA,NA,0
1,31,3107,1,724,310052,2,1,20,5,9,2,20,5,8,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6000,4,2,4000,NA,NA,NA,0
1,31,3107,1,724,310054,1,1,1,3,4,2,1,2,3,7,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3107,1,724,310055,1,3,2,6,6,10,2,6,8,11,2,6,8,12,2,6,8,NA,NA,NA,10,2,200,NA,NA,NA,0
1,31,3107,1,724,310059,1,1,20,6,7,2,20,6,7,6,20,6,7,7,10,1,2,7,2,7000,6,2,6000,3,3,3000,0
1,31,3107,1,724,310059,2,1,20,6,7,2,20,6,7,6,20,6,7,3,10,1,2,4,1,4000,5,2,500,2,2,2000,0
1,31,3107,1,724,310060,1,1,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,500,NA,NA,NA,NA,NA,NA,0
1,31,3107,1,724,310060,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3113,2,332,310061,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,3,4,NA,NA,NA,NA,0
1,31,3113,2,332,310062,1,1,20,5,9,2,20,5,9,6,20,5,9,NA,NA,NA,NA,NA,NA,NA,7,2,300,NA,NA,NA,0
1,31,3113,2,332,310062,2,1,20,5,9,2,20,5,9,6,20,5,9,NA,NA,NA,NA,2,1,500,2,1,300,NA,NA,NA,0
1,31,3113,2,332,310062,3,1,20,5,9,2,20,5,9,6,20,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3113,2,332,310063,1,1,1,2,9,3,NA,2,8,4,NA,2,8,6,NA,2,8,NA,NA,NA,12,1,250,NA,NA,NA,0
1,31,3113,2,332,310064,1,1,3,3,6,2,3,3,4,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3113,2,332,310064,2,1,3,3,6,2,3,3,4,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3113,2,332,310064,3,1,3,3,6,2,3,3,4,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3113,2,332,310065,1,1,6,5,8,2,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2500,3,2,1200,NA,NA,NA,0
1,31,3113,2,332,310065,2,1,6,5,8,2,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1200,3,2,1500,NA,NA,NA,0
1,31,3113,2,332,310066,1,1,1,2,4,2,1,2,3,3,1,2,3,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3113,2,332,310066,2,1,1,2,3,2,1,2,2,3,1,2,2,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3113,2,332,310067,1,1,1,1,3,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,300,NA,NA,NA,0
1,31,3113,2,332,310068,1,1,7,6,9,2,7,6,9,NA,NA,NA,NA,NA,NA,NA,NA,4,5,10000,NA,NA,NA,NA,NA,NA,0
1,31,3113,2,332,310068,2,1,7,6,9,2,7,6,9,NA,NA,NA,NA,NA,NA,NA,NA,4,5,10000,NA,NA,NA,NA,NA,NA,0
1,31,3113,2,332,310069,1,1,1,3,9,2,1,3,9,3,1,3,9,4,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3113,2,332,310070,1,1,6,6,9,2,6,6,9,4,6,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3113,2,332,310070,2,1,6,6,9,2,6,6,9,4,6,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3109,2,1026,310071,1,1,6,6,4,2,6,6,4,3,6,6,4,4,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3109,2,1026,310071,2,1,6,6,4,2,6,6,4,3,6,6,4,4,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3109,2,1026,310072,1,1,1,3,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2500,NA,NA,NA,0
1,31,3109,2,1026,310072,2,1,1,4,4,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3109,2,1026,310072,3,1,1,5,2,2,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3109,2,1026,310073,1,1,30,7,3,2,30,7,3,6,30,7,3,3,30,7,3,12,1,200,20,1,190,12,1,100,0
1,31,3109,2,1026,310074,1,1,1,4,4,2,1,3,3,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3109,2,1026,310074,2,1,1,2,4,2,1,1,3,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3109,2,1026,310075,1,1,24,6,9,2,24,6,9,9,24,6,9,13,24,6,9,20,1,1500,30,1,1500,0,NA,NA,0
1,31,3109,2,1026,310075,2,1,24,6,9,2,24,6,6,9,24,6,9,13,24,6,9,20,1,1500,30,1,1500,0,NA,NA,0
1,31,3109,2,1026,310075,3,1,24,6,9,2,24,6,6,9,24,6,9,13,24,6,9,20,1,1500,30,1,1500,0,NA,NA,0
1,31,3109,2,1026,310076,1,1,1,3,2,2,1,3,2,3,1,3,2,8,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3109,2,1026,310076,2,1,1,6,4,2,1,4,3,3,1,5,4,8,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3109,2,1026,310076,3,1,1,4,4,2,1,4,3,3,1,4,4,8,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3109,2,1026,310076,4,1,1,1,2,2,1,1,3,3,1,1,2,8,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3109,2,1026,310076,5,1,1,2,2,2,1,2,3,3,1,2,2,8,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3109,2,1026,310077,1,1,7,5,6,2,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3000,2,2,1000,NA,NA,NA,0
1,31,3109,2,1026,310077,2,1,7,5,6,2,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3000,2,2,1000,NA,NA,NA,0
1,31,3109,2,1026,310077,3,1,7,5,6,2,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3000,2,2,1000,NA,NA,NA,0
1,31,3109,2,1026,310078,1,1,6,6,8,2,6,6,8,NA,NA,NA,NA,NA,NA,NA,NA,8,2,4000,3,4,1500,0,NA,NA,0
1,31,3109,2,1026,310078,2,1,6,6,8,2,6,6,8,NA,NA,NA,NA,NA,NA,NA,NA,8,2,4000,3,4,1500,NA,NA,NA,0
1,31,3109,2,1026,310079,1,1,24,6,8,2,24,6,8,10,24,6,8,3,24,6,8,10,1,10000,12,1,12000,4,1,2000,0
1,31,3109,2,1026,310079,2,1,24,NA,8,2,24,6,8,10,24,6,8,3,24,6,8,12,1,12000,12,1,12000,4,1,2000,0
1,31,3109,2,1026,310080,1,2,12,2,5,3,12,2,5,4,2,2,5,5,2,2,5,NA,NA,NA,20,1,100,NA,NA,NA,0
1,31,3109,2,1026,310080,2,2,12,2,5,3,12,2,5,4,2,2,5,5,2,2,5,NA,NA,NA,10,1,100,NA,NA,NA,0
1,31,3109,2,1026,310080,3,2,12,2,5,3,12,2,5,4,2,2,5,5,2,2,5,NA,NA,NA,10,1,100,NA,NA,NA,0
1,31,3112,2,350,310081,1,1,1,6,8,2,1,6,8,NA,NA,NA,NA,NA,NA,NA,NA,8,3,24000,NA,NA,NA,NA,NA,NA,0
1,31,3112,2,350,310081,2,1,1,6,8,2,6,6,8,NA,NA,NA,NA,NA,NA,NA,NA,8,3,24000,NA,NA,NA,NA,NA,NA,0
1,31,3112,2,350,310082,1,1,1,2,4,2,1,2,4,5,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3112,2,350,310082,2,1,1,2,4,2,1,2,4,5,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3112,2,350,310083,1,2,24,6,4,3,24,6,4,NA,NA,NA,NA,NA,NA,NA,NA,12,1,200,NA,NA,NA,NA,NA,NA,0
1,31,3112,2,350,310083,2,2,24,6,4,3,24,6,4,NA,NA,NA,NA,NA,NA,NA,NA,12,1,200,NA,NA,NA,NA,NA,NA,0
1,31,3112,2,350,310084,1,3,1,6,6,4,1,6,6,5,1,6,6,6,1,6,6,8,4,600,4,4,600,10,4,500,0
1,31,3112,2,350,310084,2,3,1,6,6,4,1,6,6,5,1,6,6,6,1,6,6,8,4,600,4,4,600,10,4,500,0
1,31,3112,2,350,310084,3,3,1,6,6,4,1,6,6,5,1,6,6,6,1,6,6,8,4,600,4,4,600,10,4,500,0
1,31,3112,2,350,310085,1,1,24,6,8,6,24,6,8,3,24,6,6,4,24,6,6,10,2,2000,12,3,3600,NA,NA,NA,0
1,31,3112,2,350,310085,2,1,24,6,8,6,24,6,8,3,24,6,6,4,24,6,6,10,2,2000,12,3,3600,NA,NA,NA,0
1,31,3112,2,350,310086,1,1,24,6,8,3,24,6,8,4,24,6,8,5,24,6,8,10,2,1000,12,2,1200,NA,NA,NA,0
1,31,3112,2,350,310087,1,1,24,6,8,2,24,6,8,3,24,6,6,4,24,6,6,3,1,600,5,2,1000,NA,NA,NA,0
1,31,3112,2,350,310088,1,1,6,7,8,2,6,7,8,NA,NA,NA,NA,NA,NA,NA,NA,12,2,3600,10,2,3000,NA,NA,NA,0
1,31,3112,2,350,310088,2,1,6,7,8,2,6,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1500,NA,NA,NA,0
1,31,3112,2,350,310089,1,1,1,1,4,2,1,1,4,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3112,2,350,310089,2,1,1,6,4,2,1,6,4,3,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3112,2,350,310089,3,1,1,6,4,2,1,6,4,3,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3112,2,350,310090,1,1,1,1,2,2,1,1,2,3,1,2,1,12,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3112,2,350,310090,2,1,1,2,4,2,1,2,4,3,1,4,2,12,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3112,2,350,310090,3,1,1,2,4,2,1,2,4,3,1,4,2,12,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3116,2,1344,310091,1,1,24,6,8,2,24,6,8,8,24,6,8,9,24,6,8,10,2,3000,12,2,3600,5,1,1500,0
1,31,3116,2,1344,310091,2,1,24,6,8,2,24,6,8,8,24,6,8,9,24,6,8,7,1,2100,8,2,2400,4,1,1200,0
1,31,3116,2,1344,310092,1,1,24,6,8,2,24,6,8,3,24,6,8,4,24,6,8,12,2,3600,10,3,3000,NA,NA,NA,0
1,31,3116,2,1344,310092,2,1,24,6,8,2,24,6,8,3,24,6,8,4,24,6,8,10,3,3000,7,2,2100,NA,NA,NA,0
1,31,3116,2,1344,310092,3,1,24,6,8,2,24,6,8,3,24,6,8,4,24,6,8,5,2,1500,4,3,1200,NA,NA,NA,0
1,31,3116,2,1344,310093,1,1,24,6,7,2,24,6,7,3,24,2,4,4,24,2,4,10,2,3000,7,3,2100,5,1,2500,0
1,31,3116,2,1344,310093,2,1,24,6,7,2,24,6,7,3,24,2,4,4,24,2,4,8,3,2400,10,3,3000,7,2,2100,0
1,31,3116,2,1344,310095,1,1,1,3,4,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3116,2,1344,310096,1,2,2,6,5,3,6,2,5,4,2,6,5,8,2,6,5,15,1,NA,NA,NA,NA,NA,NA,NA,0
1,31,3116,2,1344,310096,2,2,2,6,5,3,6,2,5,4,2,6,5,8,2,6,5,15,1,NA,NA,NA,NA,NA,NA,NA,0
1,31,3116,2,1344,310096,3,2,2,6,5,3,6,2,5,4,2,6,5,8,2,6,5,15,1,NA,NA,NA,NA,NA,NA,NA,0
1,31,3116,2,1344,310097,1,2,1,5,6,3,1,5,6,4,1,5,6,5,1,5,6,18,1,15000,NA,NA,NA,NA,NA,NA,0
1,31,3116,2,1344,310097,2,2,1,5,6,3,1,5,6,4,1,5,6,5,1,5,6,10,1,10000,NA,NA,NA,NA,NA,NA,0
1,31,3116,2,1344,310097,3,2,1,5,6,3,1,5,6,4,1,5,6,5,1,5,6,12,1,7000,NA,NA,NA,NA,NA,NA,0
1,31,3116,2,1344,310098,1,1,12,6,4,2,12,6,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,600,NA,NA,NA,NA,NA,NA,0
1,31,3116,2,1344,310098,2,1,12,6,4,2,12,6,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,600,NA,NA,NA,NA,NA,NA,0
1,31,3116,2,1344,310099,1,1,20,6,3,2,20,6,3,3,20,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3116,2,1344,310100,1,1,1,3,5,2,1,3,5,4,1,3,5,5,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3116,2,1344,310100,2,1,1,3,5,2,1,3,5,4,1,3,5,5,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3116,2,1344,310100,3,1,1,3,5,2,1,3,5,4,1,3,5,5,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3103,2,874,310101,1,1,24,6,8,2,24,6,8,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2000,5,1,2000,NA,NA,NA,0
1,31,3103,2,874,310101,2,1,24,6,8,2,24,6,8,NA,NA,NA,NA,NA,NA,NA,NA,18,1,4000,0,NA,NA,NA,NA,NA,0
1,31,3103,2,874,310102,1,2,1,3,4,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,23,1,150,10,1,100,NA,NA,NA,0
1,31,3103,2,874,310103,1,1,26,6,8,2,26,6,8,11,26,6,8,3,26,6,8,12,1,3500,14,1,350,0,NA,NA,0
1,31,3103,2,874,310104,1,2,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,200,5,50,250,NA,NA,NA,0
1,31,3103,2,874,310104,2,1,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,200,5,50,250,NA,NA,NA,0
1,31,3103,2,874,310104,3,2,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,200,5,50,250,NA,NA,NA,0
1,31,3103,2,874,310105,1,1,1,4,4,2,1,4,3,3,4,3,2,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3103,2,874,310105,2,1,1,2,3,2,1,2,2,3,2,2,2,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3103,2,874,310106,1,1,1,5,4,2,1,5,3,3,1,2,2,NA,NA,NA,NA,10,4,5000,NA,NA,NA,NA,NA,NA,0
1,31,3103,2,874,310107,1,1,3,6,5,2,3,6,5,3,3,6,5,4,3,6,5,7,2,1400,3,2,600,NA,NA,NA,0
1,31,3103,2,874,310107,2,1,3,6,5,2,3,6,5,3,3,6,5,4,3,6,5,6,3,1200,2,3,400,NA,NA,NA,0
1,31,3103,2,874,310107,3,1,3,6,5,2,3,6,5,3,3,6,5,4,3,6,5,6,3,1200,1,1,200,NA,NA,NA,0
1,31,3103,2,874,310107,4,1,3,6,5,2,3,6,5,3,3,6,5,4,3,6,5,5,4,1000,0,NA,NA,NA,NA,NA,0
1,31,3103,2,874,310108,1,1,1,6,7,2,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2500,NA,NA,NA,NA,NA,NA,0
1,31,3103,2,874,310108,2,1,1,6,7,2,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,31,3103,2,874,310109,1,1,1,4,4,2,1,4,3,4,1,4,3,NA,NA,NA,NA,4,1,2000,NA,NA,NA,NA,NA,NA,0
