"zone","state","lga","sector","ea","hhid","plotid","s11c1q1a1","s11c1q1a2","s11c1q1a3","s11c1q1a4","s11c1q1b1","s11c1q1b2","s11c1q1b3","s11c1q1b4","s11c1q1c1","s11c1q1c2","s11c1q1c3","s11c1q1c4","s11c1q1d1","s11c1q1d2","s11c1q1d3","s11c1q1d4","s11c1q2","s11c1q3","s11c1q4","s11c1q5","s11c1q6","s11c1q7","s11c1q8","s11c1q9","s11c1q10","s11c1q11","s11c1q12","s11c1q12_os"
1,7,702,2,632,70116,5,1,12,2,3,5,12,2,3,6,12,2,3,,,,,2,1,1200,0,,,0,,,2,3,
1,7,702,2,632,70116,6,1,12,2,2,5,12,2,2,6,12,2,2,,,,,2,2,2400,0,,,0,,,2,3,
1,7,702,2,632,70116,7,1,12,2,1,5,12,2,1,6,12,2,1,,,,,2,2,2400,0,,,0,,,2,3,
1,7,702,2,632,70117,1,1,12,3,2,2,12,3,2,3,12,2,1,4,10,2,1,4,2,3200,0,,,0,,,2,3,
1,7,702,2,632,70117,2,1,12,4,1,2,12,4,1,3,12,2,1,4,10,2,1,4,1,2800,0,,,0,,,2,3,
1,7,702,2,632,70117,3,1,12,2,2,2,12,2,2,3,12,1,2,4,10,1,2,2,1,1600,6,3,3000,0,,,2,3,
1,7,702,2,632,70117,4,1,12,2,1,2,12,2,1,3,12,2,1,4,10,2,1,6,1,6000,0,,,2,4,1000,2,3,
1,7,702,2,632,70117,5,1,12,1,2,2,12,1,2,3,12,2,2,4,10,2,2,7,1,4900,2,16,1600,0,,,2,3,
1,7,702,2,632,70117,6,1,12,2,1,2,12,2,1,3,12,1,1,4,10,1,1,4,3,3200,4,3,1800,0,,,2,3,
1,7,702,2,632,70117,7,1,12,1,1,2,12,1,1,3,12,1,2,4,10,1,2,2,2,1000,4,3,2000,0,,,2,3,
1,7,702,2,632,70117,8,1,12,3,3,2,12,3,3,3,12,2,2,4,10,2,2,3,3,3000,0,,,0,,,2,3,
1,7,702,2,632,70118,1,1,12,2,1,5,12,2,1,,,,,,,,,6,1,3000,0,,,0,,,2,1,
1,7,702,2,632,70118,2,1,12,3,2,5,12,3,2,,,,,,,,,6,1,3000,0,,,0,,,2,1,
1,7,702,2,632,70118,3,1,12,2,1,5,12,2,1,,,,,,,,,6,1,3000,0,,,0,,,2,1,
1,7,702,2,632,70118,4,1,12,2,4,5,12,2,4,,,,,,,,,5,1,2500,0,,,0,,,2,1,
1,7,702,2,632,70118,5,1,12,2,3,5,12,3,4,,,,,,,,,4,1,2000,0,,,0,,,2,1,
1,7,702,2,632,70119,1,1,9,2,1,2,12,2,1,3,12,2,3,4,12,2,3,9,1,5400,0,,,0,,,2,1,
1,7,702,2,632,70119,2,1,9,2,2,2,12,2,2,3,12,2,2,4,12,2,2,0,,,0,,,0,,,2,2,
1,7,702,2,632,70119,3,1,9,2,1,2,12,2,1,3,12,1,1,4,12,1,1,8,1,4800,0,,,0,,,2,2,
1,7,702,2,632,70119,4,1,9,1,2,2,12,1,2,3,12,3,2,4,12,3,2,0,,,0,,,0,,,2,2,
1,7,702,2,632,70119,5,1,9,2,2,2,12,2,2,3,12,2,1,4,12,2,1,6,1,3600,0,,,0,,,2,1,
1,7,702,2,632,70120,1,1,9,5,5,,,,,,,,,,,,,5,2,3500,6,2,300,0,,,2,1,
1,7,702,2,632,70120,2,1,6,4,5,,,,,,,,,,,,,2,2,1000,2,2,1000,0,,,2,1,
1,7,702,2,632,70120,3,1,6,4,4,,,,,,,,,,,,,1,2,500,2,2,1000,0,,,2,1,
1,7,718,2,1640,70121,1,1,12,1,2,2,12,1,1,5,12,1,1,6,12,1,1,2,4,800,0,,,0,,,2,1,
1,7,718,2,1640,70121,2,1,12,1,2,2,12,1,1,5,12,1,1,6,12,1,1,0,,,0,,,0,,,2,1,
1,7,718,2,1640,70121,3,1,12,1,2,2,12,1,5,5,12,1,3,6,12,1,3,4,5,1600,0,,,0,,,2,1,
1,7,718,2,1640,70121,4,1,12,1,3,2,12,2,5,5,12,1,3,6,12,1,3,3,3,1200,0,,,0,,,2,1,
1,7,718,2,1640,70121,5,1,12,2,4,2,12,2,5,5,12,1,3,6,12,1,3,3,2,1200,0,,,0,,,2,1,
1,7,718,2,1640,70122,1,1,12,3,3,2,12,3,3,,,,,,,,,2,3,1000,1,2,500,0,,,2,3,
1,7,718,2,1640,70122,2,1,12,4,3,2,10,3,3,,,,,,,,,1,2,500,2,2,1000,0,,,2,3,
1,7,718,2,1640,70122,3,1,11,3,4,2,10,3,4,,,,,,,,,2,1,1000,1,2,500,0,,,2,3,
1,7,718,2,1640,70123,1,2,3,3,5,3,3,3,5,8,3,3,5,9,3,3,5,0,,,0,,,0,,,2,1,
1,7,718,2,1640,70123,2,2,9,5,5,3,9,5,5,8,9,5,5,9,10,5,5,2,2,2000,0,,,0,,,2,1,
1,7,718,2,1640,70123,3,2,6,4,5,3,6,4,5,8,6,4,5,9,6,5,5,0,,,0,,,0,,,2,1,
1,7,718,2,1640,70123,4,2,7,4,5,3,7,4,5,8,7,4,5,9,6,3,5,0,,,0,,,0,,,2,1,
1,7,718,2,1640,70124,1,1,11,5,5,2,8,4,5,3,11,5,5,4,7,4,5,3,2,3000,0,,,0,,,2,1,
1,7,718,2,1640,70124,2,1,7,4,4,2,6,4,4,3,7,4,4,4,6,4,4,1,2,700,0,,,0,,,2,1,
1,7,718,2,1640,70124,3,1,5,3,4,2,5,3,4,3,5,3,4,4,5,3,4,0,,,0,,,0,,,2,1,
1,7,718,2,1640,70124,4,1,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,0,,,0,,,0,,,2,1,
1,7,718,2,1640,70124,5,1,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,0,,,0,,,0,,,2,1,
1,7,718,2,1640,70125,1,1,5,4,4,2,4,4,4,4,4,4,4,5,4,4,4,0,,,0,,,0,,,2,2,
1,7,718,2,1640,70125,2,1,4,5,4,2,3,3,4,4,3,3,4,5,3,3,4,0,,,0,,,0,,,2,2,
1,7,718,2,1640,70125,3,1,10,5,4,2,8,4,4,4,6,3,4,5,6,3,4,2,1,2000,0,,,0,,,2,2,
1,7,718,2,1640,70125,4,1,3,2,4,2,3,2,3,4,2,2,3,5,2,2,3,0,,,0,,,0,,,2,2,
1,7,718,2,1640,70126,1,1,10,2,4,2,10,2,4,3,10,2,4,4,10,2,4,4,3,4000,2,2,1000,0,,,2,1,
1,7,718,2,1640,70126,2,1,10,2,4,2,10,2,4,3,10,2,4,4,10,2,4,2,1,2000,2,2,1000,0,,,2,1,
1,7,718,2,1640,70126,3,1,10,2,4,2,10,2,4,3,10,2,4,4,10,2,4,6,4,6000,2,2,1000,0,,,2,1,
1,7,718,2,1640,70126,4,1,10,2,4,2,10,2,4,3,10,2,4,4,10,2,4,10,3,10000,4,3,2000,0,,,2,1,
1,7,718,2,1640,70126,5,1,10,2,4,2,10,2,4,3,10,2,4,4,10,2,4,7,1,7000,3,2,1500,0,,,2,1,
1,7,718,2,1640,70126,6,1,10,2,4,2,10,2,4,3,10,2,4,4,10,2,4,5,2,5000,2,1,1000,0,,,2,1,
1,7,718,2,1640,70127,1,1,10,6,7,2,10,6,7,3,10,6,7,15,10,6,7,2,2,2000,0,,,0,,,2,1,
1,7,718,2,1640,70127,2,1,10,6,7,2,10,6,7,3,10,6,7,15,10,6,7,6,5,6000,0,,,0,,,2,1,
1,7,718,2,1640,70128,1,1,10,6,4,2,10,6,4,,,,,,,,,1,5,1000,0,,,0,,,2,1,
1,7,718,2,1640,70128,2,1,10,6,4,2,10,6,4,,,,,,,,,1,1,1000,0,,,0,,,2,1,
1,7,718,2,1640,70129,1,1,12,3,4,3,12,3,4,4,12,3,4,5,12,3,4,3,4,1200,0,,,0,,,2,1,
1,7,718,2,1640,70129,2,1,12,3,4,3,12,3,4,4,12,3,4,5,12,3,4,4,2,1600,0,,,0,,,2,1,
1,7,718,2,1640,70130,1,1,12,1,4,2,5,1,3,,,,,,,,,3,2,1200,0,,,0,,,2,1,
1,7,718,2,1640,70130,2,1,12,3,5,2,5,2,3,,,,,,,,,4,4,1600,0,,,0,,,2,1,
1,7,718,2,1640,70130,3,1,12,3,5,2,5,2,3,,,,,,,,,7,2,2800,0,,,0,,,2,1,
1,7,715,2,780,70131,1,1,10,4,5,2,6,4,5,,,,,,,,,0,,,2,1,1000,0,,,2,2,
1,7,715,2,780,70131,2,1,2,4,4,2,2,2,4,,,,,,,,,0,,,0,,,0,,,2,2,
1,7,715,2,780,70131,3,1,12,5,5,2,7,3,5,,,,,,,,,3,3,2100,2,3,1000,0,,,2,2,
1,7,715,2,780,70131,4,1,7,4,5,2,3,4,5,,,,,,,,,0,,,0,,,0,,,2,2,
1,7,715,2,780,70132,1,1,12,2,3,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
1,7,715,2,780,70132,2,1,12,4,6,,,,,,,,,,,,,4,2,2000,0,,,0,,,2,1,
1,7,715,2,780,70132,3,1,12,1,1,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
1,7,715,2,780,70133,1,1,12,3,4,2,12,3,2,3,12,2,4,,,,,4,2,2000,0,,,0,,,2,1,
1,7,715,2,780,70133,2,1,12,3,4,2,12,3,2,3,12,2,4,,,,,10,1,5000,0,,,0,,,2,1,
1,7,715,2,780,70133,3,1,12,1,1,2,12,1,1,3,12,2,1,,,,,0,,,0,,,0,,,2,1,
1,7,715,2,780,70134,1,1,12,1,2,2,12,1,2,3,12,1,1,4,12,1,2,1,2,1000,0,,,0,,,2,2,
1,7,715,2,780,70134,2,1,12,2,5,2,12,2,5,3,12,1,2,4,12,2,5,7,3,7000,0,,,0,,,2,2,
1,7,715,2,780,70134,3,1,12,1,2,2,12,1,3,3,12,1,1,4,12,1,3,4,2,4000,0,,,0,,,2,2,
1,7,715,2,780,70134,4,1,12,1,2,2,12,1,2,3,12,1,1,4,12,1,2,3,4,3000,0,,,0,,,2,2,
1,7,715,2,780,70134,5,1,12,1,1,2,12,1,1,3,12,1,1,4,12,1,1,0,,,0,,,0,,,2,2,
1,7,715,2,780,70134,6,1,12,1,1,2,12,1,1,3,12,1,1,4,12,1,1,0,,,0,,,0,,,2,2,
1,7,715,2,780,70135,1,1,7,6,4,,,,,,,,,,,,,3,4,3000,0,,,0,,,2,1,
1,7,715,2,780,70135,2,1,7,6,4,,,,,,,,,,,,,3,4,3000,0,,,0,,,2,1,
1,7,715,2,780,70135,3,1,7,6,4,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
1,7,715,2,780,70136,1,1,8,3,5,,,,,,,,,,,,,0,,,0,,,0,,,2,2,
1,7,715,2,780,70136,2,1,11,5,5,,,,,,,,,,,,,3,4,1800,2,3,1000,0,,,2,2,
1,7,715,2,780,70136,3,1,12,4,5,,,,,,,,,,,,,0,,,4,3,2000,0,,,2,2,
1,7,715,2,780,70136,4,1,12,5,5,,,,,,,,,,,,,3,4,2100,2,2,1000,0,,,2,2,
1,7,715,2,780,70137,1,1,10,6,2,,,,,,,,,,,,,6,1,3600,0,,,0,,,2,1,
1,7,715,2,780,70137,2,1,10,6,2,,,,,,,,,,,,,10,6,6000,5,4,2000,0,,,2,1,
1,7,715,2,780,70138,1,1,8,6,3,,,,,,,,,,,,,6,10,6000,8,14,1600,0,,,2,1,
1,7,715,2,780,70138,2,,,,,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
1,7,715,2,780,70139,1,1,7,4,5,2,4,4,5,3,3,4,5,6,4,4,5,2,3,1400,0,,,0,,,2,2,
1,7,715,2,780,70139,2,1,5,4,5,2,5,4,5,3,4,4,5,6,5,4,5,0,,,0,,,0,,,2,2,
1,7,715,2,780,70139,3,1,3,3,4,2,3,3,5,3,3,3,5,6,3,3,5,1,1,700,0,,,0,,,2,2,
1,7,715,2,780,70139,4,1,12,5,5,2,7,3,5,3,4,3,5,6,7,4,5,3,1,2100,0,,,0,,,2,2,
1,7,715,2,780,70140,1,1,10,2,4,,,,,,,,,,,,,0,,,0,,,0,,,2,2,
1,7,715,2,780,70140,2,1,7,3,5,,,,,,,,,,,,,2,2,1400,3,3,1500,0,,,2,2,
1,7,715,2,780,70140,3,1,9,4,5,,,,,,,,,,,,,3,4,2100,4,2,2000,0,,,2,2,
1,7,715,2,780,70140,4,1,10,4,5,,,,,,,,,,,,,3,2,2100,3,1,1500,0,,,2,2,
1,7,715,2,780,70140,5,1,8,4,5,,,,,,,,,,,,,4,2,2800,3,3,1500,0,,,2,2,
1,7,715,1,294,70141,1,2,10,4,5,3,10,4,5,4,10,4,5,6,10,3,3,10,6,8000,0,,,0,,,2,1,
1,7,715,1,294,70142,1,1,4,6,4,4,4,6,4,7,4,6,4,,,,,0,,,0,,,0,,,2,1,
1,7,715,1,294,70144,1,1,10,4,2,2,10,3,2,4,8,2,1,,,,,1,2,2000,0,,,0,,,2,3,
1,7,715,1,294,70144,2,1,10,4,2,2,10,2,1,4,8,2,1,,,,,0,,,0,,,0,,,2,3,
1,7,715,1,294,70147,1,1,10,3,2,,,,,,,,,,,,,2,3,2000,0,,,0,,,2,3,
1,7,715,1,294,70147,2,1,10,3,2,,,,,,,,,,,,,1,2,1000,2,2,1000,0,,,2,3,
1,7,715,1,294,70149,1,1,5,6,5,,,,,,,,,,,,,2,3,3000,0,,,0,,,2,1,
1,7,715,1,294,70150,1,1,12,3,2,2,12,3,1,3,12,3,1,4,12,3,1,3,3,3000,0,,,0,,,2,1,
1,7,715,1,294,70150,2,1,12,2,2,2,12,2,1,3,12,2,1,4,12,3,1,0,,,0,,,0,,,2,1,
1,7,713,2,304,70154,1,1,12,3,6,4,12,2,3,5,12,2,3,10,12,3,6,4,3,4000,0,,,0,,,2,1,
1,7,713,2,304,70154,2,1,12,2,4,4,12,2,3,5,12,2,3,10,12,2,4,2,4,2000,2,1,1000,0,,,2,1,
1,7,713,2,304,70154,3,1,12,2,4,4,12,2,3,5,12,2,3,10,12,2,4,2,3,2000,0,,,0,,,2,1,
1,7,713,2,304,70155,1,1,10,6,6,,,,,,,,,,,,,2,2,3000,3,2,4500,0,,,2,1,
1,7,713,2,304,70156,1,1,10,6,11,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
1,7,713,2,304,70156,2,1,10,6,11,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
1,7,713,2,304,70157,1,1,12,3,6,2,12,3,6,4,2,3,5,5,2,3,5,5,6,7500,0,,,0,,,2,1,
1,7,713,2,304,70157,2,1,12,3,5,2,12,3,5,4,2,3,4,5,2,3,4,0,,,5,1,3000,0,,,2,1,
1,7,713,2,304,70157,3,1,12,1,3,2,12,1,3,4,2,3,3,5,2,3,3,3,4,4500,0,,,0,,,2,1,
1,7,713,2,304,70159,1,1,12,3,6,4,12,3,6,,,,,,,,,2,4,3000,0,,,0,,,2,3,
1,7,713,2,304,70159,2,1,12,2,6,4,12,2,6,,,,,,,,,6,1,3000,0,,,0,,,2,3,
1,7,713,2,304,70159,3,1,12,2,3,4,12,2,3,,,,,,,,,2,4,1500,4,5,1000,0,,,2,3,
1,7,713,2,304,70160,1,2,4,3,5,3,4,3,5,5,4,3,5,7,4,3,5,0,,,0,,,0,,,2,1,
2,8,821,1,1448,80011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,821,1,1448,80011,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,821,1,1448,80011,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,812,2,866,80081,1,1,24,6,6,2,24,6,6,3,24,6,5,4,24,6,5,0,,,0,,,0,,,2,1,
2,8,812,2,866,80081,2,1,24,6,6,2,24,6,6,3,24,6,5,4,24,6,5,0,,,0,,,0,,,2,1,
2,8,812,2,866,80081,3,1,24,6,6,2,24,6,6,3,24,6,5,4,24,6,5,0,,,0,,,0,,,2,1,
2,8,812,2,866,80081,4,1,24,6,6,2,24,6,6,3,24,6,5,4,24,6,5,0,,,0,,,0,,,2,1,
2,8,812,2,866,80081,5,1,24,6,6,2,24,6,6,3,24,6,5,4,24,6,5,0,,,0,,,0,,,2,1,
2,8,812,2,866,80082,1,1,20,2,6,2,20,2,6,3,20,6,6,7,20,3,3,0,,,0,,,0,,,2,1,
2,8,812,2,866,80082,2,1,20,2,6,2,20,2,6,3,20,6,6,7,20,3,3,0,,,0,,,0,,,2,1,
2,8,812,2,866,80082,3,1,20,2,6,2,20,2,6,3,20,6,6,7,20,3,3,0,,,0,,,0,,,2,1,
2,8,812,2,866,80083,1,1,1,5,3,2,1,5,3,3,1,5,3,,,,,0,,,0,,,0,,,2,1,
2,8,812,2,866,80083,2,1,1,5,3,2,1,5,3,3,1,5,3,,,,,0,,,0,,,0,,,2,1,
2,8,812,2,866,80084,1,1,16,5,8,2,16,5,8,10,16,5,8,,,,,0,,,0,,,0,,,2,1,
2,8,812,2,866,80085,1,1,24,6,5,2,24,6,5,3,24,6,4,4,24,6,4,0,,,0,,,0,,,2,1,
2,8,812,2,866,80085,2,1,24,6,5,2,24,6,5,3,24,6,4,4,24,6,4,0,,,0,,,0,,,2,1,
2,8,812,2,866,80085,3,1,24,6,5,2,24,6,5,3,24,6,4,4,24,6,4,0,,,0,,,0,,,2,1,
2,8,812,2,866,80085,4,1,24,6,5,2,24,6,5,3,24,6,4,4,24,6,4,0,,,0,,,0,,,2,1,
2,8,812,2,866,80086,1,1,26,6,6,2,26,6,6,,,,,,,,,0,,,0,,,0,,,2,1,
2,8,812,2,866,80086,2,1,26,6,6,2,26,6,6,,,,,,,,,0,,,0,,,0,,,2,1,
2,8,812,2,866,80086,3,1,26,6,6,2,26,6,6,,,,,,,,,0,,,0,,,0,,,2,1,
2,8,812,2,866,80087,1,1,26,3,6,2,26,3,6,3,26,3,6,4,26,3,6,0,,,0,,,0,,,2,1,
2,8,812,2,866,80087,2,1,26,3,6,2,26,3,6,3,26,3,6,4,26,3,6,0,,,0,,,0,,,2,1,
2,8,812,2,866,80088,1,1,4,5,7,2,4,4,6,7,4,4,6,3,2,3,4,0,,,0,,,0,,,2,1,
2,8,812,2,866,80088,2,1,4,4,6,2,4,5,5,7,4,5,5,3,2,3,4,0,,,0,,,0,,,2,1,
2,8,812,2,866,80089,1,1,24,5,8,2,24,5,8,3,24,5,8,4,24,5,8,0,,,0,,,0,,,2,1,
2,8,812,2,866,80089,2,1,24,5,8,2,24,5,8,3,24,5,8,4,24,5,8,0,,,0,,,0,,,2,1,
2,8,812,2,866,80089,3,1,24,5,8,2,24,5,8,3,24,5,8,4,24,5,8,0,,,0,,,0,,,2,1,
2,8,812,2,866,80090,1,1,26,7,6,2,26,7,6,3,26,7,5,4,26,7,5,0,,,0,,,0,,,2,1,
2,8,827,2,804,80101,1,1,24,7,6,2,24,7,6,3,24,7,6,,,,,0,,,0,,,0,,,2,1,
2,8,827,2,804,80101,2,1,24,7,6,2,24,7,6,3,24,7,6,,,,,0,,,0,,,0,,,2,1,
2,8,827,2,804,80102,1,1,23,7,6,2,23,3,6,7,23,3,6,4,23,3,6,0,,,0,,,0,,,2,1,
2,8,827,2,804,80102,2,1,23,7,6,2,23,3,6,7,23,3,6,4,23,3,6,0,,,0,,,0,,,2,1,
2,8,827,2,804,80102,3,1,23,7,6,2,23,3,6,7,23,3,6,4,23,3,6,0,,,0,,,0,,,2,1,
2,8,827,2,804,80103,1,1,22,6,6,2,22,6,6,5,22,6,6,3,20,5,5,0,,,0,,,0,,,2,1,
2,8,827,2,804,80103,2,1,22,6,6,2,22,6,6,5,22,6,6,3,20,5,5,0,,,0,,,0,,,2,1,
2,8,827,2,804,80104,1,1,4,6,8,,,,,,,,,,,,,4,3,1200,0,,,0,,,2,1,
2,8,827,2,804,80105,1,1,4,6,9,2,4,5,6,3,4,5,6,,,,,0,,,0,,,0,,,2,3,
2,8,827,2,804,80105,2,1,4,5,9,2,4,5,6,3,4,5,6,,,,,0,,,0,,,0,,,2,3,
2,8,827,2,804,80106,1,1,24,6,6,2,24,6,6,3,24,6,6,4,24,6,6,0,,,0,,,0,,,2,1,
2,8,827,2,804,80107,1,1,24,6,8,2,24,7,8,9,24,6,8,12,24,6,8,0,,,0,,,0,,,2,1,
2,8,827,2,804,80107,2,1,24,7,8,2,24,7,7,9,24,7,6,12,24,7,6,0,,,0,,,0,,,2,1,
2,8,827,2,804,80107,3,1,24,7,8,2,24,6,6,9,24,7,6,12,24,7,6,0,,,0,,,0,,,2,1,
2,8,827,2,804,80108,1,1,2,6,9,2,2,6,8,3,2,6,8,,,,,0,,,0,,,0,,,2,3,
2,8,827,2,804,80108,2,1,2,5,9,2,2,5,8,3,2,5,8,,,,,0,,,0,,,0,,,2,3,
2,8,827,2,804,80108,3,1,2,5,9,2,2,5,8,3,2,5,8,,,,,0,,,0,,,0,,,2,3,
2,8,827,2,804,80109,1,1,24,6,8,2,24,6,8,3,24,6,6,4,24,6,6,0,,,0,,,0,,,2,1,
2,8,827,2,804,80109,2,1,24,6,8,2,24,6,8,3,24,6,6,4,24,6,6,0,,,0,,,0,,,2,1,
2,8,827,2,804,80110,1,2,24,6,8,3,24,6,8,4,20,6,5,5,20,6,5,0,,,0,,,0,,,2,1,
2,8,827,2,804,80110,2,2,24,6,8,3,24,6,8,4,20,6,5,5,20,6,5,0,,,0,,,0,,,2,1,
2,8,820,2,1030,80141,1,1,2,5,7,2,1,4,4,3,3,3,6,4,1,4,6,0,,,0,,,0,,,2,2,
2,8,820,2,1030,80141,2,1,2,6,6,2,1,5,6,3,2,4,6,4,1,5,3,0,,,0,,,0,,,2,2,
2,8,820,2,1030,80141,3,1,2,6,7,2,2,3,7,3,1,4,6,4,1,2,2,0,,,0,,,0,,,2,2,
2,8,820,2,1030,80142,1,1,15,6,6,2,14,5,6,4,15,5,6,,,,,2,5,500,1,5,500,0,,,2,3,
2,8,820,2,1030,80142,2,1,15,6,6,2,14,5,6,4,15,5,6,,,,,2,5,500,1,5,500,0,,,2,3,
2,8,820,2,1030,80142,3,1,15,6,6,2,14,5,6,4,15,5,6,,,,,2,5,500,1,5,500,0,,,2,3,
2,8,820,2,1030,80143,1,1,2,6,5,2,3,4,6,3,2,2,4,,,,,0,,,0,,,0,,,2,3,
2,8,820,2,1030,80143,2,1,2,6,5,2,3,4,6,3,2,2,2,,,,,0,,,0,,,0,,,2,3,
2,8,820,2,1030,80143,3,1,2,6,10,2,2,4,6,3,2,2,1,,,,,0,,,0,,,0,,,2,3,
2,8,820,2,1030,80144,1,1,3,6,6,2,3,6,6,4,3,6,6,3,3,4,5,0,,,0,,,0,,,2,3,
2,8,820,2,1030,80144,2,1,3,6,6,2,3,6,6,4,3,6,6,3,3,4,5,0,,,0,,,0,,,2,3,
2,8,820,2,1030,80145,1,1,6,6,8,2,6,6,8,3,5,6,6,4,5,6,6,0,,,0,,,0,,,2,3,
2,8,820,2,1030,80145,2,1,7,6,7,2,7,6,6,3,6,6,5,4,6,6,5,0,,,0,,,0,,,2,3,
2,8,820,2,1030,80145,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,820,2,1030,80146,1,2,2,3,4,,,,,,,,,,,,,0,,,0,,,0,,,2,3,
2,8,820,2,1030,80146,2,2,1,4,5,,,,,,,,,,,,,0,,,0,,,0,,,2,3,
2,8,820,2,1030,80147,1,1,15,5,6,2,15,5,6,3,15,5,5,,,,,2,3,500,1,2,500,0,,,2,3,
2,8,820,2,1030,80147,2,1,15,5,6,2,15,5,6,3,15,5,5,,,,,2,3,500,1,2,500,0,,,2,3,
2,8,820,2,1030,80147,3,1,15,5,6,2,15,5,6,3,15,5,5,,,,,2,3,500,1,2,500,0,,,2,3,
2,8,820,2,1030,80148,1,1,3,6,6,2,6,6,6,3,3,6,5,4,3,6,5,0,,,0,,,0,,,2,3,
2,8,820,2,1030,80148,2,1,3,6,6,2,6,6,6,3,3,6,5,4,3,6,5,0,,,0,,,0,,,2,3,
2,8,820,2,1030,80149,1,1,16,6,6,2,16,5,6,,,,,,,,,3,5,500,2,5,500,0,,,2,3,
2,8,820,2,1030,80149,2,1,16,6,6,2,16,5,6,,,,,,,,,3,5,500,2,5,500,0,,,2,3,
2,8,820,2,1030,80149,3,1,16,6,6,2,16,5,6,,,,,,,,,3,5,500,2,5,500,0,,,2,3,
2,8,820,2,1030,80150,1,1,8,5,9,2,8,5,8,3,6,4,8,4,6,4,8,0,,,0,,,0,,,2,3,
2,8,824,2,768,80155,1,1,16,5,5,2,16,5,5,9,16,5,5,4,16,5,5,2,5,500,2,5,500,0,,,2,3,
2,8,824,2,768,80155,2,1,16,5,5,2,16,5,5,9,16,5,5,4,16,5,5,2,5,500,2,5,500,0,,,2,3,
2,8,824,2,768,80156,1,1,3,6,5,2,3,6,5,3,3,3,6,4,4,5,5,0,,,0,,,0,,,2,1,
2,8,824,2,768,80156,2,,,,,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
2,8,824,2,768,80159,1,1,6,6,8,2,6,6,8,3,6,6,8,,,,,0,,,0,,,0,,,2,3,
2,8,824,2,768,80160,1,3,6,6,8,4,6,6,8,,,,,,,,,0,,,0,,,0,,,2,3,
2,8,815,2,362,80201,1,1,2,4,6,4,3,6,9,5,6,6,9,2,3,4,8,0,,,4,3,300,0,,,1,,
2,8,815,2,362,80202,1,1,4,6,10,2,4,6,10,,,,,,,,,0,,,0,,,0,,,2,3,
2,8,815,2,362,80203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,815,2,362,80204,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,815,2,362,80207,1,2,4,6,10,1,4,6,12,,,,,,,,,0,,,0,,,0,,,2,3,
2,8,815,2,362,80208,1,1,5,6,6,2,5,6,6,3,5,6,6,4,5,6,6,2,6,500,1,6,500,0,,,2,3,
2,8,815,2,362,80208,2,1,5,6,6,2,5,6,6,3,5,6,6,4,5,6,6,2,6,500,1,6,500,0,,,2,3,
2,8,815,2,362,80210,1,2,5,5,6,3,5,5,6,4,5,5,6,,,,,2,5,600,1,5,600,0,,,2,3,
2,8,815,2,362,80210,2,2,5,5,6,3,5,5,6,4,5,5,6,,,,,2,5,600,1,5,600,0,,,2,3,
5,9,908,1,278,90004,1,1,2,2,6,2,4,3,6,3,4,1,8,4,4,1,8,0,,,0,,,0,,,2,1,
5,3,312,2,0,90007,1,1,4,3,8,2,4,3,8,,,,,,,,,0,,,0,,,0,,,2,3,
5,3,312,2,0,90007,2,1,4,3,8,2,4,3,8,,,,,,,,,0,,,0,,,0,,,2,3,
5,3,312,2,0,90007,3,1,4,2,6,2,4,2,6,,,,,,,,,0,,,0,,,0,,,2,3,
5,3,312,2,0,90007,4,1,2,2,6,2,2,2,6,,,,,,,,,0,,,0,,,0,,,2,3,
5,3,312,2,0,90007,5,1,2,2,6,2,2,2,6,,,,,,,,,0,,,0,,,0,,,2,3,
5,3,312,2,0,90007,6,1,4,4,8,2,4,4,8,,,,,,,,,0,,,0,,,0,,,2,3,
5,3,312,2,0,90007,7,1,1,2,5,2,1,2,5,,,,,,,,,0,,,0,,,0,,,2,3,
5,9,908,1,278,90009,1,1,4,4,7,2,4,4,7,,,,,,,,,4,12,10000,2,4,3000,0,,,2,1,
5,9,903,2,48,90011,1,1,2,6,4,2,1,3,2,,,,,,,,,0,,,0,,,0,,,2,2,
5,9,903,2,48,90011,2,1,3,5,6,,,,,,,,,,,,,1,1,1000,0,,,0,,,2,2,
5,9,903,2,48,90014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,903,2,48,90014,2,1,10,4,8,3,10,4,8,,,,,,,,,0,,,0,,,0,,,2,2,
5,9,903,2,48,90016,1,1,17,4,6,2,18,4,6,6,4,2,5,7,4,2,5,1,7,1000,1,7,1000,0,,,2,3,
