"zone","state","lga","sector","ea","hhid","plotid","s11c1q1a1","s11c1q1a2","s11c1q1a3","s11c1q1a4","s11c1q1b1","s11c1q1b2","s11c1q1b3","s11c1q1b4","s11c1q1c1","s11c1q1c2","s11c1q1c3","s11c1q1c4","s11c1q1d1","s11c1q1d2","s11c1q1d3","s11c1q1d4","s11c1q2","s11c1q3","s11c1q4","s11c1q5","s11c1q6","s11c1q7","s11c1q8","s11c1q9","s11c1q10","s11c1q11","s11c1q12","s11c1q12_os"
1,31,3101,2,604,310013,1,1,2,3,2,,,,,,,,,,,,,2,1,2000,3,1,2000,0,,,1,,
1,31,3101,2,604,310016,1,1,12,5,6,3,12,5,6,,,,,,,,,4,1,4000,7,1,4900,0,,,2,3,
1,31,3101,2,604,310017,1,1,6,2,1,,,,,,,,,,,,,0,,,0,,,0,,,1,,
1,31,3101,2,604,310018,1,,,,,,,,,,,,,,,,,20,2,15000,0,,,0,,,2,3,
1,31,3101,2,604,310019,1,1,8,4,4,5,8,4,4,6,8,4,4,9,8,4,4,15,6,15000,0,,,0,,,1,,
1,31,3101,2,604,310019,2,1,8,4,4,5,8,4,4,6,8,4,4,9,8,4,4,10,2,10000,0,,,0,,,1,,
1,31,3101,2,604,310019,3,1,8,3,4,5,8,3,4,6,8,3,4,9,8,3,4,5,2,5000,1,1,500,0,,,1,,
1,31,3101,2,604,310020,1,1,2,3,12,2,2,3,12,,,,,,,,,15,2,12000,10,2,7000,0,,,2,4,"NO NEED"
1,31,3101,2,604,310020,2,1,2,2,8,2,2,2,8,,,,,,,,,15,2,12000,10,2,7000,0,,,2,4,"NO NEED"
1,31,3101,2,604,310020,3,1,2,2,8,2,2,2,8,,,,,,,,,15,2,12000,10,2,7000,0,,,2,4,"NO NEED"
1,31,3101,2,604,310020,4,1,2,3,12,2,2,3,12,,,,,,,,,15,2,12000,10,2,7000,0,,,2,4,"NO NEED"
1,31,3115,2,680,310021,1,1,16,4,6,2,12,5,12,4,12,4,8,5,12,4,8,0,,,0,,,0,,,1,,
1,31,3115,2,680,310021,2,1,16,4,7,2,12,5,10,4,12,4,8,5,12,4,8,0,,,0,,,0,,,1,,
1,31,3115,2,680,310022,1,1,12,6,4,2,12,3,4,3,12,6,4,4,12,6,4,0,,,0,,,0,,,2,2,
1,31,3115,2,680,310022,2,1,12,6,4,2,12,3,4,3,12,6,4,4,12,6,4,0,,,0,,,0,,,2,2,
1,31,3115,2,680,310023,1,1,12,6,5,2,6,3,5,3,6,6,5,4,6,6,5,0,,,0,,,0,,,1,,
1,31,3115,2,680,310023,2,1,12,6,5,2,6,3,5,3,6,6,5,4,6,6,5,0,,,0,,,0,,,1,,
1,31,3115,2,680,310023,3,1,12,6,5,2,6,3,5,3,6,6,5,4,6,6,5,0,,,0,,,0,,,1,,
1,31,3115,2,680,310024,1,1,1,6,3,2,1,6,3,3,1,6,3,4,1,6,3,2,6,1200,6,14,700,0,,,2,3,
1,31,3115,2,680,310024,2,1,1,6,3,2,1,6,3,3,1,6,3,4,1,6,3,2,6,1200,6,14,700,0,,,2,3,
1,31,3115,2,680,310024,3,1,1,6,3,2,1,6,3,3,1,6,3,4,1,6,3,2,6,1200,6,14,700,0,,,2,3,
1,31,3115,2,680,310025,1,2,1,6,2,5,1,6,2,6,1,6,2,7,1,2,6,2,6,700,0,,,0,,,1,,
1,31,3115,2,680,310025,2,2,1,6,2,5,1,6,2,6,1,6,2,7,1,2,6,1,2,700,0,,,0,,,1,,
1,31,3115,2,680,310025,3,2,1,6,2,5,1,6,2,6,1,6,2,7,1,2,6,1,1,700,0,,,0,,,1,,
1,31,3115,2,680,310026,1,1,2,1,9,,,,,,,,,,,,,0,,,0,,,0,,,2,2,
1,31,3115,2,680,310026,2,1,2,3,7,,,,,,,,,,,,,0,,,0,,,0,,,2,2,
1,31,3115,2,680,310026,3,1,1,1,9,,,,,,,,,,,,,0,,,0,,,0,,,2,2,
1,31,3115,2,680,310027,1,1,2,6,4,2,2,5,2,,,,,,,,,1,1,1200,1,1,700,0,,,2,3,
1,31,3115,2,680,310027,2,1,2,6,4,2,2,5,2,,,,,,,,,1,1,1200,1,1,700,0,,,2,3,
1,31,3115,2,680,310028,1,1,1,2,2,2,1,4,6,3,2,2,1,4,2,2,3,3,10,3000,5,3,4500,0,,,2,2,
1,31,3115,2,680,310028,2,1,1,2,2,2,1,4,6,3,2,2,1,4,2,2,1,3,8,3000,5,3,4500,0,,,2,2,
1,31,3115,2,680,310029,1,1,2,4,6,12,2,4,6,4,2,4,6,5,2,4,6,4,2,4000,0,,,0,,,2,3,
1,31,3115,2,680,310029,2,1,2,5,6,12,2,5,6,4,2,5,6,5,2,5,6,4,2,4000,0,,,0,,,2,3,
1,31,3115,2,680,310030,1,1,1,6,3,2,1,6,3,3,1,6,3,4,6,6,3,3,3,3100,0,,,0,,,1,,
1,31,3115,2,680,310030,2,1,1,6,3,2,1,6,3,3,1,6,3,4,1,6,3,3,3,1000,0,,,0,,,1,,
1,31,3111,2,2966,310031,1,1,1,6,4,2,1,6,3,,,,,,,,,3,3,600,2,1,500,0,,,2,3,
1,31,3111,2,2966,310031,2,1,1,6,4,2,1,6,3,,,,,,,,,2,1,600,1,1,500,0,,,2,3,
1,31,3111,2,2966,310032,1,1,2,6,4,2,1,6,4,,,,,,,,,2,2,600,1,1,300,1,1,150,2,1,
1,31,3111,2,2966,310032,2,1,2,6,4,2,1,6,4,,,,,,,,,0,,,0,,,0,,,2,1,
1,31,3111,2,2966,310032,3,1,1,6,3,2,1,6,3,,,,,,,,,1,1,600,1,1,300,1,1,150,2,1,
1,31,3111,2,2966,310033,1,2,16,6,12,3,16,6,10,4,16,6,10,5,16,6,10,0,,,0,,,0,,,2,3,
1,31,3111,2,2966,310033,2,2,16,6,10,3,16,6,10,4,16,6,10,5,16,6,10,0,,,0,,,0,,,2,3,
1,31,3111,2,2966,310033,3,2,14,6,12,3,12,5,10,4,12,6,10,5,12,6,10,4,1,2000,6,1,3000,0,,,2,3,
1,31,3111,2,2966,310034,1,1,14,6,10,2,14,6,10,3,14,6,10,4,14,6,10,0,,,0,,,0,,,2,3,
1,31,3111,2,2966,310034,2,1,14,6,10,2,14,6,10,3,14,6,10,4,14,6,10,0,,,0,,,0,,,2,3,
1,31,3111,2,2966,310035,1,1,12,6,12,2,12,6,10,3,12,6,10,4,12,6,10,4,2,2000,5,2,2500,0,,,2,3,
1,31,3111,2,2966,310035,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31,3111,2,2966,310035,3,1,12,6,12,2,12,6,10,3,12,6,10,4,12,6,10,3,2,1500,3,1,1500,0,,,2,3,
1,31,3111,2,2966,310035,4,1,10,6,10,2,10,6,10,3,10,6,10,4,10,6,10,5,1,2500,4,1,2000,0,,,2,3,
1,31,3111,2,2966,310036,1,1,8,6,8,2,8,6,8,3,8,6,8,4,8,6,8,5,3,2500,5,2,1600,0,,,2,4,"DELAYANCE"
1,31,3111,2,2966,310037,1,1,14,6,6,2,14,6,4,3,14,6,4,4,14,6,4,0,,,0,,,0,,,2,3,
1,31,3111,2,2966,310037,2,1,14,6,6,2,14,6,4,3,14,6,4,4,14,6,4,0,,,0,,,0,,,2,3,
1,31,3111,2,2966,310038,1,1,14,6,4,2,14,6,4,4,14,6,4,,,,,10,2,6000,2,2,900,0,,,2,3,
1,31,3111,2,2966,310038,2,1,14,6,4,2,14,6,4,4,14,6,4,,,,,10,4,6000,2,4,900,0,,,2,3,
1,31,3111,2,2966,310039,1,1,14,6,5,2,14,5,4,3,14,6,5,4,14,6,5,0,,,0,,,0,,,2,3,
1,31,3111,2,2966,310039,2,1,14,6,5,2,14,5,4,3,14,6,5,4,14,6,5,0,,,0,,,0,,,2,3,
1,31,3111,2,2966,310040,1,1,1,6,16,2,1,6,16,3,1,6,16,4,1,6,16,30,3,15000,6,3,4000,5,3,2000,2,4,"DELAYANCE"
1,31,3107,2,1092,310041,1,1,12,6,12,2,12,6,12,6,12,6,12,7,12,6,12,4,2,2000,3,1,1500,0,,,2,3,
1,31,3107,2,1092,310041,2,1,14,6,10,2,14,6,10,6,14,6,10,7,14,6,10,2,1,1000,3,1,1500,0,,,2,3,
1,31,3107,2,1092,310041,3,1,12,6,10,2,12,6,10,6,16,6,16,7,16,6,16,3,1,1500,1,1,500,0,,,2,3,
1,31,3107,2,1092,310042,1,1,16,6,10,2,16,6,10,4,16,6,10,6,16,6,10,3,1,1500,4,1,2000,0,,,2,3,
1,31,3107,2,1092,310043,1,1,3,7,5,3,3,7,5,4,3,7,5,,,,,0,,,0,,,0,,,2,3,
1,31,3107,2,1092,310043,2,1,3,2,1,3,3,4,5,4,2,7,5,,,,,0,,,0,,,0,,,2,3,
1,31,3107,2,1092,310044,1,1,2,3,8,2,2,3,8,3,2,3,8,7,2,3,8,0,,,0,,,0,,,2,4,"NO NEED"
1,31,3107,2,1092,310044,2,1,1,1,2,2,1,1,2,3,1,1,2,7,1,1,2,0,,,0,,,0,,,2,4,"NO NEED"
1,31,3107,2,1092,310045,1,2,16,6,10,8,16,6,10,12,16,6,10,,,,,0,,,0,,,0,,,2,3,
1,31,3107,2,1092,310045,2,2,16,6,10,8,16,6,10,12,16,6,8,,,,,3,1,1500,2,1,1000,0,,,2,3,
1,31,3107,2,1092,310045,3,2,16,6,10,8,16,6,10,12,16,6,10,,,,,2,1,1000,2,1,1000,0,,,2,3,
1,31,3107,2,1092,310046,1,1,1,6,4,3,1,4,3,,,,,,,,,1,4,2000,4,4,2000,0,,,2,1,
1,31,3107,2,1092,310046,2,1,1,6,2,3,1,2,2,,,,,,,,,0,,,0,,,0,,,2,1,
1,31,3107,2,1092,310047,1,1,15,5,4,2,14,5,3,4,14,5,3,,,,,15,3,10000,5,3,3000,0,,,2,3,
1,31,3107,2,1092,310048,1,1,1,1,1,2,1,1,1,,,,,,,,,0,,,0,,,0,,,2,3,
1,31,3107,2,1092,310048,2,1,1,4,14,2,1,3,14,,,,,,,,,3,2,15000,5,2,12000,0,,,2,3,
1,31,3107,2,1092,310049,1,1,15,6,4,3,15,6,4,,,,,,,,,30,2,20000,0,,,0,,,2,3,
1,31,3107,2,1092,310049,2,1,15,6,4,3,15,6,4,,,,,,,,,25,2,15000,0,,,0,,,2,3,
1,31,3107,2,1092,310050,1,1,5,3,12,2,5,3,12,6,5,3,12,7,5,3,12,10,3,2000,5,3,4000,0,,,2,4,"USES COWS"
1,31,3107,2,1092,310050,2,1,2,3,5,2,2,3,5,6,2,3,5,7,2,3,5,5,2,1000,2,2,2000,0,,,2,4,"USES COWS"
1,31,3107,2,1092,310050,3,1,1,3,5,2,1,3,5,6,1,3,5,7,1,3,5,5,1,1000,2,1,1000,0,,,2,4,"USES COWS"
1,31,3107,1,724,310052,1,1,1,3,4,,,,,,,,,,,,,2,2,1000,2,2,800,0,,,2,3,
1,31,3107,1,724,310055,1,1,2,3,8,10,2,3,8,11,2,3,8,12,2,3,8,0,,,0,,,0,,,2,2,
1,31,3107,1,724,310056,1,7,16,6,4,,,,,,,,,,,,,0,,,0,,,0,,,2,3,
1,31,3107,1,724,310056,2,7,16,6,4,,,,,,,,,,,,,0,,,0,,,0,,,2,3,
1,31,3107,1,724,310057,1,1,1,1,6,5,1,1,6,6,1,1,6,,,,,10,1,1000,20,7,7000,0,,,1,,
1,31,3107,1,724,310059,1,1,14,6,10,2,14,6,10,3,14,6,10,4,14,6,10,5,7,2000,5,7,2500,0,,,2,3,
1,31,3107,1,724,310060,1,1,16,6,3,,,,,,,,,,,,,20,1,10000,0,,,0,,,2,3,
1,31,3113,2,332,310061,1,1,1,6,2,,,,,,,,,,,,,1,1,500,1,2,300,0,,,2,1,
1,31,3113,2,332,310062,1,1,2,3,6,3,4,2,1,,,,,,,,,0,,,0,,,0,,,2,3,
1,31,3113,2,332,310062,2,1,2,3,6,3,4,2,1,,,,,,,,,10,1,5000,3,1,1500,0,,,2,3,
1,31,3113,2,332,310062,3,1,2,3,6,3,4,2,1,,,,,,,,,7,1,3500,2,1,1000,0,,,2,3,
1,31,3113,2,332,310063,1,1,16,6,6,2,16,6,6,3,16,6,6,6,16,5,4,0,,,0,,,0,,,2,3,
1,31,3113,2,332,310063,2,1,16,6,6,2,16,6,6,3,16,6,6,6,16,5,4,0,,,0,,,0,,,2,3,
1,31,3113,2,332,310064,1,1,16,5,5,2,16,5,4,4,16,5,4,,,,,0,,,0,,,0,,,2,1,
1,31,3113,2,332,310064,2,1,16,5,5,2,16,5,4,4,16,5,4,,,,,0,,,0,,,0,,,2,1,
1,31,3113,2,332,310065,1,1,6,6,12,2,6,6,12,,,,,,,,,0,,,0,,,0,,,2,4,"TERRAIN"
1,31,3113,2,332,310065,2,,,,,,,,,,,,,,,,,0,,,0,,,0,,,2,4,"TERRAIN"
1,31,3113,2,332,310066,1,1,16,5,10,2,16,5,10,3,16,5,10,4,16,5,10,4,1,2000,3,1,1500,0,,,2,1,
1,31,3113,2,332,310066,2,1,16,5,10,2,16,5,10,3,16,5,10,4,16,5,10,2,1,1000,3,1,1500,0,,,2,1,
1,31,3113,2,332,310067,1,2,1,2,12,3,1,3,10,,,,,,,,,0,,,0,,,0,,,2,3,
1,31,3113,2,332,310068,1,1,6,6,5,2,6,6,5,,,,,,,,,0,,,0,,,0,,,2,4,"DONT NEED IT"
1,31,3113,2,332,310068,2,1,6,6,5,2,6,6,5,,,,,,,,,0,,,0,,,0,,,2,4,"DONT NEED IT"
1,31,3113,2,332,310069,1,1,2,6,11,2,2,6,11,,,,,,,,,0,,,0,,,0,,,2,3,
1,31,3113,2,332,310070,1,2,1,3,12,3,1,3,16,,,,,,,,,0,,,0,,,0,,,2,3,
1,31,3109,2,1026,310071,1,1,15,6,4,2,14,6,3,6,14,6,3,,,,,5,1,1300,20,1,2300,0,,,2,3,
1,31,3109,2,1026,310071,2,1,15,6,4,2,14,6,3,6,14,6,3,,,,,20,1,4000,10,1,1250,0,,,2,3,
1,31,3109,2,1026,310072,1,1,4,6,8,2,4,6,6,,,,,,,,,0,,,0,,,0,,,2,4,"USED COW"
1,31,3109,2,1026,310072,2,1,8,6,10,2,8,6,8,,,,,,,,,2,1,1000,4,1,2000,0,,,2,4,"USED COWS"
1,31,3109,2,1026,310072,3,1,12,6,10,2,12,6,8,,,,,,,,,3,1,1500,8,1,4000,0,,,2,4,"USED COWS"
1,31,3109,2,1026,310073,1,1,15,6,4,2,14,6,3,3,15,6,4,6,14,6,3,20,1,4000,0,,,0,,,2,3,
1,31,3109,2,1026,310074,1,1,1,6,14,2,1,6,14,,,,,,,,,0,,,0,,,0,,,2,1,
1,31,3109,2,1026,310075,1,1,1,7,3,2,1,7,3,3,1,7,3,4,1,7,3,0,,,0,,,0,,,2,4,"NO NEED"
1,31,3109,2,1026,310076,1,1,12,6,8,2,12,6,8,3,12,6,8,8,12,6,8,0,,,0,,,0,,,2,3,
1,31,3109,2,1026,310076,2,1,12,6,10,2,12,6,10,3,12,6,10,8,12,6,10,0,,,10,1,1700,0,,,2,3,
1,31,3109,2,1026,310077,1,1,3,4,4,2,3,4,4,3,3,4,4,4,4,4,4,0,,,0,,,0,,,2,4,"NO NEED"
1,31,3109,2,1026,310077,2,1,2,4,4,2,3,4,4,3,3,4,4,4,4,4,4,0,,,0,,,0,,,2,4,"NO NEED"
1,31,3109,2,1026,310077,3,1,1,4,4,2,3,4,4,3,3,4,4,4,4,4,4,0,,,0,,,0,,,2,4,"NO NEED"
1,31,3109,2,1026,310077,4,1,1,4,4,2,3,4,4,3,3,4,4,4,4,4,4,0,,,0,,,0,,,2,4,"NO NEED"
1,31,3109,2,1026,310077,5,1,1,4,4,2,3,4,4,3,3,4,4,4,4,4,4,0,,,0,,,0,,,2,4,"NO NEED"
1,31,3109,2,1026,310078,1,1,1,3,4,2,1,1,4,,,,,,,,,2,2,600,3,2,600,0,,,2,1,
1,31,3109,2,1026,310078,2,1,1,3,4,2,1,1,4,,,,,,,,,2,2,600,3,2,600,0,,,2,1,
1,31,3109,2,1026,310078,3,1,1,3,4,2,1,1,4,,,,,,,,,2,2,600,3,2,600,0,,,2,1,
1,31,3109,2,1026,310079,1,1,14,6,4,16,14,5,3,17,10,4,2,,,,,10,2,4000,5,2,1500,0,,,2,3,
1,31,3109,2,1026,310079,2,1,14,6,4,16,14,5,3,17,10,4,2,,,,,5,2,2000,0,,,0,,,2,3,
1,31,3109,2,1026,310079,3,1,14,6,4,16,14,5,3,17,10,4,2,,,,,0,,,0,,,0,,,2,3,
1,31,3109,2,1026,310080,1,1,12,6,10,2,12,6,10,3,12,6,8,4,10,6,8,0,,,0,,,0,,,2,3,
1,31,3109,2,1026,310080,2,1,12,6,10,2,12,6,10,3,12,6,8,4,10,6,8,6,1,3000,6,1,3000,0,,,2,3,
1,31,3109,2,1026,310080,3,1,12,6,10,2,12,6,10,3,12,6,8,4,10,6,8,4,1,2000,4,1,2000,0,,,2,3,
1,31,3109,2,1026,310080,4,1,12,6,10,2,12,6,10,3,12,6,8,4,10,6,8,4,1,2000,2,1,1000,0,,,2,3,
1,31,3112,2,350,310081,1,1,1,6,4,2,1,6,3,,,,,,,,,2,1,1000,4,1,1600,0,,,2,3,
1,31,3112,2,350,310082,1,1,12,6,8,2,12,6,8,5,12,6,8,,,,,0,,,0,,,0,,,2,3,
1,31,3112,2,350,310082,2,1,16,6,10,2,16,6,10,5,16,6,10,,,,,4,1,2000,6,1,3000,0,,,2,3,
1,31,3112,2,350,310082,3,1,16,6,10,2,16,6,10,5,16,6,10,,,,,10,1,5000,10,1,5000,0,,,2,3,
1,31,3112,2,350,310082,4,1,12,6,8,2,12,6,8,5,12,6,8,,,,,2,1,1000,4,1,2000,0,,,2,3,
1,31,3112,2,350,310083,1,1,1,4,4,2,1,4,3,,,,,,,,,4,1,16000,5,1,500,3,1,900,2,1,
1,31,3112,2,350,310084,1,1,8,6,6,2,8,6,6,10,8,6,6,3,8,6,6,0,,,0,,,0,,,2,3,
1,31,3112,2,350,310084,2,1,4,6,10,2,4,6,10,10,4,6,10,3,4,6,10,15,3,12000,0,,,0,,,2,3,
1,31,3112,2,350,310084,3,1,12,6,10,2,12,6,10,10,12,6,10,3,12,6,10,0,,,0,,,0,,,2,3,
1,31,3112,2,350,310084,4,1,6,6,8,2,6,6,8,10,6,6,8,3,6,6,8,0,,,0,,,0,,,2,3,
1,31,3112,2,350,310085,1,1,1,4,4,2,1,4,5,,,,,,,,,4,1,2000,6,1,1800,2,1,400,2,3,
1,31,3112,2,350,310085,2,,,,,,,,,,,,,,,,,5,1,2400,6,1,1800,2,1,400,2,3,
1,31,3112,2,350,310086,1,1,16,6,4,2,13,6,3,3,16,5,4,4,16,5,4,0,,,0,,,0,,,2,3,
1,31,3112,2,350,310086,2,1,16,6,4,2,13,6,3,3,16,5,4,4,16,5,4,7,1,2000,0,,,0,,,2,3,
1,31,3112,2,350,310087,1,1,16,6,4,2,16,6,4,3,14,6,3,4,14,6,4,7,1,3500,0,,,0,,,2,3,
1,31,3112,2,350,310087,2,1,16,6,4,2,16,6,4,3,14,6,3,4,14,6,4,7,2,7000,14,1,6500,0,,,2,3,
1,31,3112,2,350,310088,1,1,2,6,4,2,2,6,4,,,,,,,,,0,,,0,,,0,,,2,4,"DONT NEED IT"
1,31,3112,2,350,310088,2,1,1,6,4,2,1,6,4,,,,,,,,,0,,,0,,,0,,,2,4,"DONT NEED IT"
1,31,3112,2,350,310088,3,1,1,6,4,2,1,6,4,,,,,,,,,0,,,0,,,0,,,2,4,"DONT NEED IT"
1,31,3112,2,350,310089,1,1,2,6,4,2,2,6,4,3,2,6,4,4,2,6,4,0,,,0,,,0,,,2,2,
1,31,3112,2,350,310090,1,1,2,4,6,2,2,4,6,3,2,4,6,9,2,4,6,0,,,0,,,0,,,2,3,
1,31,3112,2,350,310090,2,1,1,4,3,2,1,4,3,3,1,4,3,9,1,4,3,0,,,0,,,0,,,2,3,
1,31,3116,2,1344,310091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31,3116,2,1344,310091,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31,3116,2,1344,310091,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31,3116,2,1344,310091,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31,3116,2,1344,310091,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31,3116,2,1344,310092,1,1,12,6,6,2,12,6,6,3,12,6,8,4,12,6,8,5,1,4000,0,,,0,,,2,3,
1,31,3116,2,1344,310092,2,1,10,6,6,2,12,6,6,3,12,6,8,4,12,6,8,4,4,2000,2,2,2000,0,,,2,3,
1,31,3116,2,1344,310093,1,1,8,6,8,2,8,6,8,3,8,6,8,,,,,15,2,25000,4,2,2000,0,,,2,3,
1,31,3116,2,1344,310094,1,2,3,6,5,3,3,6,5,4,1,2,1,5,3,6,5,0,,,0,,,0,,,2,3,
1,31,3116,2,1344,310094,2,2,1,6,5,3,3,6,5,4,1,2,1,5,3,6,5,0,,,0,,,0,,,2,3,
1,31,3116,2,1344,310094,3,2,1,6,5,3,3,6,5,4,1,2,1,5,3,6,5,0,,,0,,,0,,,2,3,
1,31,3116,2,1344,310095,1,3,2,6,6,4,2,6,6,10,2,6,6,11,2,6,6,0,,,0,,,0,,,2,2,
1,31,3116,2,1344,310095,2,3,1,6,6,4,1,6,6,10,1,6,6,11,1,6,6,0,,,0,,,0,,,2,2,
1,31,3116,2,1344,310095,3,3,2,6,6,4,2,6,6,10,2,6,6,11,2,6,6,0,,,0,,,0,,,2,2,
1,31,3116,2,1344,310095,4,3,1,6,6,4,1,6,6,10,1,6,6,11,1,6,6,0,,,0,,,0,,,2,2,
1,31,3116,2,1344,310096,1,1,15,6,4,2,14,6,3,4,15,6,4,,,,,10,3,2000,0,,,0,,,2,3,
1,31,3116,2,1344,310096,2,1,15,6,4,2,14,6,3,4,15,6,4,,,,,80,2,2400,0,,,0,,,2,3,
1,31,3116,2,1344,310096,3,1,15,6,4,2,14,6,3,4,15,6,4,,,,,10,1,20000,0,,,0,,,2,3,
1,31,3116,2,1344,310096,4,1,15,6,4,2,14,6,3,4,15,6,4,,,,,4,3,2000,0,,,0,,,2,3,
1,31,3116,2,1344,310097,1,1,15,6,4,2,15,6,4,3,12,5,3,,,,,20,1,4000,0,,,0,,,2,3,
1,31,3116,2,1344,310097,2,1,15,6,4,2,15,6,4,3,12,5,3,,,,,8,1,1600,0,,,0,,,2,3,
1,31,3116,2,1344,310097,3,1,15,5,4,2,15,6,4,3,12,5,3,,,,,31,2,20000,0,,,0,,,2,3,
1,31,3116,2,1344,310098,1,1,1,2,4,,,,,,,,,,,,,4,1,1000,0,,,2,1,500,2,3,
1,31,3116,2,1344,310098,2,1,1,2,4,,,,,,,,,,,,,1,1,200,0,,,0,,,2,3,
1,31,3116,2,1344,310099,1,,,,,,,,,,,,,,,,,30,1,21000,0,,,0,,,2,3,
1,31,3116,2,1344,310099,2,,,,,,,,,,,,,,,,,5,1,6000,0,,,0,,,2,3,
1,31,3116,2,1344,310099,3,1,12,6,10,2,12,6,10,3,10,5,6,4,10,5,6,0,,,5,1,4000,0,,,2,3,
1,31,3116,2,1344,310099,4,1,12,6,10,2,12,6,10,3,10,5,6,4,10,5,6,0,,,0,,,0,,,2,3,
1,31,3116,2,1344,310099,5,1,12,6,8,2,12,6,8,3,10,5,6,4,10,5,6,0,,,0,,,0,,,2,3,
1,31,3116,2,1344,310099,6,1,10,6,8,2,10,6,8,3,10,5,6,4,10,5,6,0,,,0,,,0,,,2,3,
1,31,3116,2,1344,310099,7,1,10,6,8,2,10,6,8,3,10,5,6,4,10,5,6,0,,,0,,,0,,,2,3,
1,31,3116,2,1344,310100,1,1,1,3,12,2,1,3,12,3,1,3,12,,,,,20,1,40000,0,,,0,,,2,3,
1,31,3116,2,1344,310100,2,,,,,,,,,,,,,,,,,20,1,20000,20,1,2000,0,,,2,3,
1,31,3103,2,874,310101,1,1,6,6,8,2,6,6,8,,,,,,,,,1,1,500,1,1,300,0,,,2,3,
1,31,3103,2,874,310101,2,1,6,6,8,2,6,6,8,,,,,,,,,1,1,500,1,1,300,0,,,2,3,
1,31,3103,2,874,310102,1,1,16,4,4,3,16,4,4,4,16,4,4,,,,,5,4,4000,3,4,1000,0,,,2,3,
1,31,3103,2,874,310102,2,1,16,5,4,3,16,5,4,4,16,5,4,,,,,5,4,4000,3,4,1000,0,,,2,3,
1,31,3103,2,874,310102,3,1,16,3,4,3,16,3,3,4,16,3,4,,,,,2,4,200,0,,,0,,,2,3,
1,31,3103,2,874,310103,1,1,1,6,11,2,1,6,11,9,1,6,11,,,,,2,2,500,1,1,300,0,,,2,3,
1,31,3103,2,874,310103,2,1,1,6,11,2,1,6,11,9,1,6,11,,,,,1,1,250,1,1,300,0,,,2,3,
1,31,3103,2,874,310103,3,1,1,6,11,2,1,6,11,9,1,6,11,,,,,2,2,500,1,1,300,0,,,2,3,
1,31,3103,2,874,310104,1,1,16,6,14,2,16,6,15,,,,,,,,,5,4,4000,4,5,3500,0,,,2,3,
1,31,3103,2,874,310104,2,1,16,6,14,2,16,6,15,,,,,,,,,5,6,6000,4,6,4000,0,,,2,3,
1,31,3103,2,874,310105,1,1,16,5,6,2,16,5,6,,,,,,,,,0,,,0,,,0,,,2,2,
1,31,3103,2,874,310106,1,1,16,5,4,2,14,5,6,3,16,6,5,,,,,8,4,8000,4,4,2000,0,,,2,3,
1,31,3103,2,874,310106,2,1,16,6,4,2,14,6,6,3,16,6,6,,,,,12,4,12000,2,4,1000,0,,,2,3,
1,31,3103,2,874,310106,3,1,16,5,4,2,14,5,6,3,16,6,5,,,,,4,4,4000,2,4,1000,0,,,2,3,
1,31,3103,2,874,310107,1,1,16,5,10,2,16,5,10,6,16,5,6,,,,,4,2,2000,6,1,3000,0,,,2,3,
1,31,3103,2,874,310107,2,1,16,5,10,2,16,5,10,6,16,5,6,,,,,3,1,1500,3,1,1500,0,,,2,3,
1,31,3103,2,874,310107,3,1,16,5,10,2,16,5,10,6,16,5,6,,,,,2,1,1000,3,1,1500,0,,,2,3,
1,31,3103,2,874,310107,4,1,16,5,8,2,16,5,10,6,16,5,6,,,,,1,1,500,0,,,0,,,2,3,
1,31,3103,2,874,310108,1,1,6,6,8,2,6,6,8,,,,,,,,,0,,,0,,,0,,,2,2,
1,31,3103,2,874,310109,1,1,16,5,12,2,16,5,12,3,16,5,8,4,16,5,8,6,2,3000,5,1,2500,0,,,2,3,
1,31,3103,2,874,310109,2,1,16,5,12,2,16,5,12,3,16,5,8,4,16,5,8,4,1,2000,3,1,1500,0,,,2,3,
1,31,3103,2,874,310110,1,1,16,6,10,2,16,6,10,6,16,6,10,,,,,0,,,0,,,0,,,2,2,
1,31,3103,2,874,310110,2,1,16,6,10,2,16,6,10,6,16,6,10,,,,,0,,,0,,,0,,,2,2,
5,32,3223,2,578,320031,1,1,20,5,8,2,12,6,8,3,10,5,8,9,15,5,8,0,,,0,,,0,,,2,1,
5,32,3223,2,578,320031,2,1,12,4,8,2,10,5,8,3,8,4,8,9,10,4,8,0,,,0,,,0,,,2,1,
5,32,3223,2,578,320032,1,1,14,5,8,2,10,4,8,4,8,4,8,5,6,5,6,0,,,0,,,0,,,2,1,
5,32,3223,2,578,320032,2,1,10,6,8,2,8,5,8,4,6,4,6,5,5,4,5,0,,,0,,,0,,,2,1,
5,32,3223,2,578,320033,1,1,2,6,10,2,3,6,10,5,2,5,3,6,2,5,3,0,,,0,,,0,,,2,1,
5,32,3223,2,578,320033,2,1,3,6,10,2,4,6,10,5,3,5,3,6,3,5,3,0,,,0,,,0,,,2,1,
