household_id,household_id2,ea_id,ea_id2,coord_desc,dist_road,dist_popcenter,dist_market,dist_borderpost,dist_admctr,pop_density,af_bio_1,af_bio_8,af_bio_12,af_bio_13,af_bio_16,fsrad3_agpct,fsrad3_lcmaj,ssa_aez09,srtm,twi,srtm_5_15,sq1,sq2,sq3,sq4,sq5,sq6,sq7,anntot_avg,wetQ_avg,wetQ_avgstart,h2013_tot,h2013_wetQ,h2013_wetQstart,eviarea_avg,evimax_avg,grn_avg,sen_avg,h2013_eviarea,h2013_evimax,h2013_grn,h2013_sen,lat_dd_mod,lon_dd_mod
07020201001003,070202088801001003,07020201001,070202088801001,1,26.9,29.1,87.6,392.4,118.4,300-400,200,194,1167,198,551,21,20,324,1739,10,13,1,1,3,1,1,1,4,1058,468,14,1804,704,28,45,0.5106,231,281,46,0.4903,231,277,7.70538466173,37.6505389613
07020201001013,070202088801001013,07020201001,070202088801001,1,26.7,28.8,87.9,392.4,118.2,300-400,190,181,1155,196,539,25,20,324,1688,16,13,1,1,3,1,1,1,4,1058,468,14,1803,704,28,45,0.5106,231,281,46,0.4903,231,277,7.70538466173,37.6505389613
07020201001018,070202088801001018,07020201001,070202088801001,1,26.6,28.8,87.9,392.5,118.2,300-400,190,181,1155,196,539,25,20,324,1723,13,13,1,1,3,1,1,1,4,1058,468,14,1803,704,28,45,0.5106,231,281,46,0.4903,231,277,7.70538466173,37.6505389613
07020201001028,070202088801001028,07020201001,070202088801001,1,25.7,28.1,88.8,392.8,117.5,300-400,188,179,1143,194,536,32,20,324,1923,12,8,1,1,3,1,1,1,4,1056,467,14,1803,704,28,45,0.5106,231,281,46,0.4903,231,277,7.70538466173,37.6505389613
07020201001033,070202088801001033,07020201001,070202088801001,1,25.7,28.1,88.8,392.8,117.5,300-400,188,179,1143,194,536,32,20,324,1917,12,8,1,1,3,1,1,1,4,1056,467,14,1803,704,28,45,0.5106,231,281,46,0.4903,231,277,7.70538466173,37.6505389613
07020201001048,070202088801001048,07020201001,070202088801001,1,25.3,27.7,89.3,392.8,117,300-400,188,179,1143,194,536,35,20,324,1941,13,8,1,1,3,1,1,1,4,1055,467,14,1802,704,28,45,0.5106,231,281,46,0.4903,231,277,7.70538466173,37.6505389613
07020201001063,070202088801001063,07020201001,070202088801001,1,25.4,27.7,89.1,392.7,117,300-400,188,179,1143,194,536,33,20,324,1926,12,8,1,1,3,1,1,1,4,1055,467,14,1802,704,28,45,0.5106,231,281,46,0.4903,231,277,7.70538466173,37.6505389613
07020201001078,070202088801001078,07020201001,070202088801001,1,25.5,27.8,89,392.7,117.2,300-400,188,179,1143,194,536,33,20,324,1925,12,8,1,1,3,1,1,1,4,1056,467,14,1802,704,28,45,0.5106,231,281,46,0.4903,231,277,7.70538466173,37.6505389613
07020201001093,070202088801001093,07020201001,070202088801001,1,25.6,27.8,88.9,392.5,117.2,300-400,188,179,1143,194,536,32,20,324,1917,12,8,1,1,3,1,1,1,4,1056,467,14,1802,704,28,45,0.5106,231,281,46,0.4903,231,277,7.70538466173,37.6505389613
07020201001108,070202088801001108,07020201001,070202088801001,1,25.6,27.2,88.8,391.5,116.6,300-400,189,179,1147,194,536,35,20,324,1886,12,8,1,1,3,1,1,1,4,1056,467,14,1801,704,28,45,0.5106,231,281,46,0.4903,231,277,7.70538466173,37.6505389613
07020201001123,070202088801001123,07020201001,070202088801001,1,26.4,27.8,88,391.1,117.2,300-400,190,180,1153,195,538,35,20,324,1827,11,13,1,1,3,1,1,1,4,1057,468,14,1802,704,28,45,0.5106,231,281,46,0.4903,231,277,7.70538466173,37.6505389613
07020201001138,070202088801001138,07020201001,070202088801001,1,26.7,28,87.7,391,117.4,300-400,196,189,1165,197,545,35,20,324,1803,14,13,1,1,3,1,1,1,4,1057,468,14,1803,704,28,45,0.5106,231,281,46,0.4903,231,277,7.70538466173,37.6505389613
07020501302002,070205088801302002,07020501302,070205088801302,1,1.7,8.6,61.9,355.6,61.9,500-1000,185,174,1226,180,502,35,20,323,2009,12,9,1,1,1,1,1,1,1,1005,442,11,1722,704,28,45,0.5106,231,281,46,0.4903,231,277,7.17430039499,37.9492676831
07020501302014,070205088801302014,07020501302,070205088801302,1,1.4,8.7,61.7,355.9,61.7,500-1000,185,173,1218,179,498,35,20,323,2019,13,9,1,1,1,1,1,1,1,1002,441,11,1719,704,28,45,0.5106,231,281,46,0.4903,231,277,7.17430039499,37.9492676831
07020501302020,070205088801302020,07020501302,070205088801302,1,0.4,8.6,61,356.9,61,500-1000,185,173,1211,178,495,35,20,323,2042,13,9,1,1,1,1,1,1,1,995,439,11,1712,704,28,45,0.5106,231,281,46,0.4903,231,277,7.17430039499,37.9492676831
07020501302032,070205088801302032,07020501302,070205088801302,1,0.5,9.4,60.8,356.2,60.8,500-1000,186,174,1233,180,502,35,20,323,2026,13,9,1,1,1,1,1,1,1,997,439,11,1712,704,28,45,0.5106,231,281,46,0.4903,231,277,7.17430039499,37.9492676831
07020501302038,070205088801302038,07020501302,070205088801302,1,0.6,9.3,60.8,356.1,60.8,500-1000,186,174,1233,180,502,35,20,323,2025,13,9,1,1,1,1,1,1,1,998,440,11,1713,704,28,45,0.5106,231,281,46,0.4903,231,277,7.17430039499,37.9492676831
07020501302056,070205088801302056,07020501302,070205088801302,1,1.5,8.8,61.6,355.7,61.6,500-1000,186,174,1236,181,504,35,20,323,2023,13,9,1,1,1,1,1,1,1,1003,441,11,1720,704,28,45,0.5106,231,281,46,0.4903,231,277,7.17430039499,37.9492676831
07020501302074,070205088801302074,07020501302,070205088801302,1,1.4,9,61.5,355.5,61.5,500-1000,186,174,1236,181,504,35,20,323,2022,12,9,1,1,1,1,1,1,1,1003,441,11,1719,704,28,45,0.5106,231,281,46,0.4903,231,277,7.17430039499,37.9492676831
07020501302092,070205088801302092,07020501302,070205088801302,1,1.5,9.2,61.5,355.3,61.5,500-1000,186,174,1236,181,504,35,20,323,2019,13,9,1,1,1,1,1,1,1,1004,442,11,1720,704,28,45,0.5106,231,281,46,0.4903,231,277,7.17430039499,37.9492676831
07020501302110,070205088801302110,07020501302,070205088801302,1,0.6,9.5,60.7,356.1,60.7,500-1000,186,174,1233,180,502,35,20,323,2023,12,9,1,1,1,1,1,1,1,997,440,11,1712,704,28,45,0.5106,231,281,46,0.4903,231,277,7.17430039499,37.9492676831
07020501302128,070205088801302128,07020501302,070205088801302,1,0.3,9.8,60.4,356,60.4,500-1000,186,174,1233,180,502,35,20,323,2008,17,9,1,1,1,1,1,1,1,996,439,11,1710,704,28,45,0.5106,231,281,46,0.4903,231,277,7.17430039499,37.9492676831
07020501302146,070205088801302146,07020501302,070205088801302,1,0.5,9.9,60.5,355.8,60.5,500-1000,186,174,1233,180,502,35,20,323,2013,12,9,1,1,1,1,1,1,1,997,440,11,1711,704,28,45,0.5106,231,281,46,0.4903,231,277,7.17430039499,37.9492676831
07020501302164,070205088801302164,07020501302,070205088801302,1,0.6,9.9,60.5,355.7,60.5,500-1000,186,174,1233,180,502,35,20,323,2010,14,9,1,1,1,1,1,1,1,998,440,11,1712,704,28,45,0.5106,231,281,46,0.4903,231,277,7.17430039499,37.9492676831
07020701001004,070207088801001004,07020701001,070207088801001,1,16.9,31.1,91.3,351.3,103.3,300-400,143,131,1370,197,562,40,20,324,2771,10,14,1,1,1,1,1,1,1,1114,471,12,1825,704,28,46,0.5079,233,279,50,0.4997,233,279,7.38160282799,37.6033985811
07020701001014,070207088801001014,07020701001,070207088801001,1,20.6,35.6,87.8,354,106.4,400-500,154,141,1346,198,562,42,20,324,2600,11,9,1,1,1,1,1,1,2,1112,473,12,1816,704,28,45,0.5106,231,281,46,0.4903,231,277,7.38160282799,37.6033985811
07020701001019,070207088801001019,07020701001,070207088801001,1,20,35.2,88.4,354.1,105.9,400-500,147,135,1354,198,563,47,30,324,2652,16,9,1,1,1,1,1,1,2,1111,472,12,1817,704,28,45,0.5106,231,281,46,0.4903,231,277,7.38160282799,37.6033985811
07020701001029,070207088801001029,07020701001,070207088801001,1,19.3,34.7,89.2,354.3,105.1,400-500,144,131,1360,198,564,57,30,324,2734,12,9,1,1,1,1,1,1,1,1109,471,12,1817,704,28,45,0.5106,231,281,46,0.4903,231,277,7.38160282799,37.6033985811
07020701001034,070207088801001034,07020701001,070207088801001,1,19.1,34.5,89.3,354.1,105,400-500,144,131,1360,198,564,57,30,324,2723,12,9,1,1,1,1,1,1,1,1109,471,12,1818,704,28,45,0.5106,231,281,46,0.4903,231,277,7.38160282799,37.6033985811
07020701001049,070207088801001049,07020701001,070207088801001,1,19.1,34.5,89.4,354.2,104.9,400-500,144,131,1360,198,564,57,30,324,2742,12,9,1,1,1,1,1,1,1,1109,471,12,1818,704,28,45,0.5106,231,281,46,0.4903,231,277,7.38160282799,37.6033985811
07020701001064,070207088801001064,07020701001,070207088801001,1,18.8,34.3,89.6,354.1,104.7,400-500,144,131,1360,198,564,57,30,324,2765,11,9,1,1,1,1,1,1,1,1109,471,12,1818,704,28,45,0.5106,231,281,46,0.4903,231,277,7.38160282799,37.6033985811
07020701001079,070207088801001079,07020701001,070207088801001,1,15.8,31.9,93.2,356.2,101,400-500,147,135,1337,196,556,46,20,324,2791,10,14,1,1,1,1,1,1,1,1096,466,12,1811,704,28,45,0.5106,231,281,46,0.4903,231,277,7.38160282799,37.6033985811
07020701001094,070207088801001094,07020701001,070207088801001,1,19.2,34.3,89.2,353.7,105.1,400-500,145,132,1361,198,564,58,30,324,2749,11,9,1,1,1,1,1,1,2,1111,472,12,1818,704,28,45,0.5106,231,281,46,0.4903,231,277,7.38160282799,37.6033985811
07020701001109,070207088801001109,07020701001,070207088801001,1,19.4,34.6,89,353.8,105.3,400-500,147,135,1354,198,563,53,30,324,2723,11,9,1,1,1,1,1,1,2,1111,472,12,1818,704,28,45,0.5106,231,281,46,0.4903,231,277,7.38160282799,37.6033985811
07020701001124,070207088801001124,07020701001,070207088801001,1,19.5,34.6,88.9,353.8,105.4,400-500,147,135,1354,198,563,53,30,324,2703,12,9,1,1,1,1,1,1,2,1111,472,12,1818,704,28,45,0.5106,231,281,46,0.4903,231,277,7.38160282799,37.6033985811
07020701001139,070207088801001139,07020701001,070207088801001,1,20.2,35.3,88.2,354,106.1,400-500,154,141,1346,198,562,47,30,324,2641,11,9,1,1,1,1,1,1,2,1112,473,12,1817,704,28,45,0.5106,231,281,46,0.4903,231,277,7.38160282799,37.6033985811
07021001401003,070210088801401003,07021001401,070210088801401,1,21.5,23.1,89.1,373.1,107.2,400-500,186,176,1191,192,531,48,20,324,2010,12,8,2,2,1,1,1,1,3,1057,458,12,1782,704,28,45,0.5106,231,281,46,0.4903,231,277,7.51326045706,37.6461378355
07021001401015,070210088801401015,07021001401,070210088801401,1,21.2,22.7,89.5,373.3,106.8,400-500,186,176,1191,192,531,57,20,324,2005,13,9,2,2,1,1,1,1,3,1056,458,12,1781,704,28,45,0.5106,231,281,46,0.4903,231,277,7.51326045706,37.6461378355
07021001401021,070210088801401021,07021001401,070210088801401,1,20.7,22.2,90,373.4,106.3,400-500,185,174,1191,192,529,64,20,324,2022,12,9,2,2,1,1,1,1,3,1055,457,12,1779,704,28,45,0.5106,231,281,46,0.4903,231,277,7.51326045706,37.6461378355
07021001401033,070210088801401033,07021001401,070210088801401,1,20.5,22,90.2,373.4,106.1,400-500,185,174,1191,192,529,70,14,324,2029,13,9,2,2,1,1,1,1,3,1054,457,12,1779,704,28,45,0.5106,231,281,46,0.4903,231,277,7.51326045706,37.6461378355
07021001401039,070210088801401039,07021001401,070210088801401,1,20.5,22,90.2,373.4,106.1,400-500,185,174,1191,192,529,70,14,324,2028,12,9,2,2,1,1,1,1,3,1054,457,12,1779,704,28,45,0.5106,231,281,46,0.4903,231,277,7.51326045706,37.6461378355
07021001401057,070210088801401057,07021001401,070210088801401,1,19.8,21.6,90.9,373.2,105.4,400-500,184,173,1185,191,526,64,20,324,2046,13,9,2,2,1,1,1,1,3,1053,456,12,1777,704,28,45,0.5106,231,281,46,0.4903,231,277,7.51326045706,37.6461378355
07021001401075,070210088801401075,07021001401,070210088801401,1,19.7,21.6,90.9,373,105.3,400-500,184,173,1185,191,526,57,20,324,2053,12,9,2,2,1,1,1,1,3,1053,456,12,1777,704,28,45,0.5106,231,281,46,0.4903,231,277,7.51326045706,37.6461378355
07021001401093,070210088801401093,07021001401,070210088801401,1,19.2,21.4,91.3,372.7,104.8,400-500,183,172,1191,191,527,52,20,324,2072,13,9,2,2,1,1,1,1,3,1052,455,12,1776,704,28,45,0.5106,231,281,46,0.4903,231,277,7.51326045706,37.6461378355
07021001401111,070210088801401111,07021001401,070210088801401,1,20.2,22.2,90.3,372.8,105.8,400-500,185,174,1191,192,529,43,20,324,2034,14,9,2,2,1,1,1,1,3,1055,457,12,1778,704,28,45,0.5106,231,281,46,0.4903,231,277,7.51326045706,37.6461378355
07021001401129,070210088801401129,07021001401,070210088801401,1,20.8,23,89.5,372.5,106.5,400-500,186,175,1193,192,530,41,20,324,2013,13,9,2,2,1,1,1,1,3,1057,458,12,1780,704,28,45,0.5106,231,281,46,0.4903,231,277,7.51326045706,37.6461378355
07021001401147,070210088801401147,07021001401,070210088801401,1,20.8,22.9,89.5,372.5,106.5,400-500,186,175,1193,192,530,41,20,324,2013,13,9,2,2,1,1,1,1,3,1057,458,12,1780,704,28,45,0.5106,231,281,46,0.4903,231,277,7.51326045706,37.6461378355
07021001401165,070210088801401165,07021001401,070210088801401,1,20.5,22.9,89.7,372.3,106.3,400-500,186,175,1195,192,530,39,20,324,2013,17,9,2,2,1,1,1,1,3,1057,458,12,1780,704,28,45,0.5106,231,281,46,0.4903,231,277,7.51326045706,37.6461378355
,070211010100311011,,070211010100311,1,0.9,1.7,88.3,386.6,88.3,10000-20000,167,157,1124,180,486,72,14,324,2283,13,9,1,1,1,1,1,1,2,973,424,13,1716,704,28,45,0.5106,231,281,46,0.4903,231,277,7.54390699281,37.862935178
,070211010100311026,,070211010100311,1,0.8,1.6,88.2,386.5,88.2,10000-20000,167,157,1124,180,486,69,14,324,2277,13,9,1,1,1,1,1,1,2,973,424,13,1716,704,28,45,0.5106,231,281,46,0.4903,231,277,7.54390699281,37.862935178
,070211010100311041,,070211010100311,1,1,1.8,88.2,386.6,88.2,10000-20000,167,157,1124,180,486,72,14,324,2278,12,9,1,1,1,1,1,1,2,973,423,13,1715,704,28,45,0.5106,231,281,46,0.4903,231,277,7.54390699281,37.862935178
,070211010100311056,,070211010100311,1,0.9,1.8,88.1,386.5,88.1,10000-20000,167,157,1124,180,486,69,14,324,2276,13,9,1,1,1,1,1,1,2,973,423,13,1715,704,28,45,0.5106,231,281,46,0.4903,231,277,7.54390699281,37.862935178
,070211010100311071,,070211010100311,1,1,1.8,88.2,386.7,88.2,10000-20000,167,157,1124,180,486,72,14,324,2283,14,9,1,1,1,1,1,1,2,973,423,13,1715,704,28,45,0.5106,231,281,46,0.4903,231,277,7.54390699281,37.862935178
,070211010100311086,,070211010100311,1,1,1.8,88.2,386.7,88.2,10000-20000,167,157,1124,180,486,72,14,324,2286,12,9,1,1,1,1,1,1,2,973,423,13,1716,704,28,45,0.5106,231,281,46,0.4903,231,277,7.54390699281,37.862935178
,070211010100311101,,070211010100311,1,0.9,1.8,88.3,386.7,88.3,10000-20000,167,157,1124,180,486,72,14,324,2288,14,9,1,1,1,1,1,1,2,973,424,13,1716,704,28,45,0.5106,231,281,46,0.4903,231,277,7.54390699281,37.862935178
,070211010100311116,,070211010100311,1,0,4.6,90.8,390.1,90.8,400-500,165,155,1110,179,485,88,14,324,2317,12,9,1,1,1,1,1,1,2,975,425,13,1720,704,28,45,0.5106,231,281,46,0.4903,231,277,7.54390699281,37.862935178
,070211010100311131,,070211010100311,1,1,1.9,88.2,386.8,88.2,10000-20000,167,157,1124,180,486,72,14,324,2286,12,9,1,1,1,1,1,1,2,972,423,13,1715,704,28,45,0.5106,231,281,46,0.4903,231,277,7.54390699281,37.862935178
,070211010100311146,,070211010100311,1,1.1,1.8,88.2,386.7,88.2,10000-20000,167,157,1124,180,486,72,14,324,2283,14,9,1,1,1,1,1,1,2,972,423,13,1715,704,28,45,0.5106,231,281,46,0.4903,231,277,7.54390699281,37.862935178
,070211010100311161,,070211010100311,1,1.1,1.9,88.1,386.7,88.1,10000-20000,167,157,1124,180,486,72,14,324,2278,12,9,1,1,1,1,1,1,2,972,423,13,1715,704,28,45,0.5106,231,281,46,0.4903,231,277,7.54390699281,37.862935178
,070211010100311176,,070211010100311,1,1,1.9,88.2,386.8,88.2,10000-20000,167,157,1124,180,486,72,14,324,2286,12,9,1,1,1,1,1,1,2,972,423,13,1715,704,28,45,0.5106,231,281,46,0.4903,231,277,7.54390699281,37.862935178
,070211010100311191,,070211010100311,1,1,1.8,88.1,386.6,88.1,10000-20000,167,157,1124,180,486,69,14,324,2278,12,9,1,1,1,1,1,1,2,972,423,13,1715,704,28,45,0.5106,231,281,46,0.4903,231,277,7.54390699281,37.862935178
,070211010100311206,,070211010100311,1,1,1.8,88.1,386.6,88.1,10000-20000,167,157,1124,180,486,69,14,324,2278,12,9,1,1,1,1,1,1,2,972,423,13,1715,704,28,45,0.5106,231,281,46,0.4903,231,277,7.54390699281,37.862935178
,070211010100311221,,070211010100311,1,1,1.8,88.1,386.6,88.1,10000-20000,167,157,1124,180,486,69,14,324,2278,12,9,1,1,1,1,1,1,2,972,423,13,1715,704,28,45,0.5106,231,281,46,0.4903,231,277,7.54390699281,37.862935178
07030200501001,070302088800501001,07030200501,070302088800501,1,8.9,16.3,75.5,375.5,75.5,500-1000,186,177,1092,166,461,35,20,324,1963,11,8,1,1,1,1,1,1,2,947,420,12,1658,704,28,46,0.5079,233,279,50,0.4997,233,279,7.37676330298,37.8935648714
07030200501013,070302088800501013,07030200501,070302088800501,1,9.2,16.5,75.2,375.5,75.2,500-1000,186,177,1092,166,461,35,20,324,1968,12,8,1,1,1,1,1,1,2,945,419,12,1656,704,28,46,0.5079,233,279,50,0.4997,233,279,7.37676330298,37.8935648714
07030200501019,070302088800501019,07030200501,070302088800501,1,9.3,16.5,75.1,375.7,75.1,500-1000,186,176,1087,165,458,36,20,324,1962,17,8,1,1,1,1,1,1,2,944,419,12,1655,704,28,46,0.5079,233,279,50,0.4997,233,279,7.37676330298,37.8935648714
07030200501031,070302088800501031,07030200501,070302088800501,1,9.1,16.6,75.3,375.2,75.3,500-1000,186,177,1092,166,461,35,20,324,1983,12,8,1,1,1,1,1,1,2,947,420,12,1657,704,28,46,0.5079,233,279,50,0.4997,233,279,7.37676330298,37.8935648714
07030200501037,070302088800501037,07030200501,070302088800501,1,9,16.6,75.4,375.1,75.4,500-1000,186,177,1092,166,461,35,20,324,1981,13,8,1,1,1,1,1,1,2,947,420,12,1658,704,28,46,0.5079,233,279,50,0.4997,233,279,7.37676330298,37.8935648714
07030200501055,070302088800501055,07030200501,070302088800501,1,9.1,16.9,75.3,374.7,75.3,500-1000,184,173,1094,167,462,35,20,324,1991,12,8,1,1,1,1,1,1,2,949,421,12,1658,704,28,46,0.5079,233,279,50,0.4997,233,279,7.37676330298,37.8935648714
07030200501073,070302088800501073,07030200501,070302088800501,1,9.2,17.2,75.3,374.3,75.3,500-1000,184,173,1094,167,462,35,20,324,2005,12,9,1,1,1,1,1,1,2,950,421,12,1661,704,28,46,0.5079,233,279,50,0.4997,233,279,7.37676330298,37.8935648714
07030200501091,070302088800501091,07030200501,070302088800501,1,9.2,17.2,75.3,374.2,75.3,500-1000,184,173,1094,167,462,35,20,324,2009,12,9,1,1,1,1,1,1,2,951,421,12,1662,704,28,46,0.5079,233,279,50,0.4997,233,279,7.37676330298,37.8935648714
07030200501109,070302088800501109,07030200501,070302088800501,1,9.6,16.7,74.8,375.9,74.8,500-1000,186,176,1087,165,458,38,20,324,1951,12,8,1,1,1,1,1,1,2,942,417,12,1652,704,28,46,0.5079,233,279,50,0.4997,233,279,7.37676330298,37.8935648714
07030200501127,070302088800501127,07030200501,070302088800501,1,9.4,16.9,75,375.2,75,500-1000,186,177,1092,166,461,35,20,324,1983,12,8,1,1,1,1,1,1,2,945,419,12,1654,704,28,46,0.5079,233,279,50,0.4997,233,279,7.37676330298,37.8935648714
07030200501145,070302088800501145,07030200501,070302088800501,1,9.6,17.3,74.8,374.7,74.8,500-1000,184,173,1094,167,462,34,20,324,2007,13,8,1,1,1,1,1,1,2,946,420,12,1656,704,28,46,0.5079,233,279,50,0.4997,233,279,7.37676330298,37.8935648714
07030200501163,070302088800501163,07030200501,070302088800501,1,9.7,17.2,74.7,374.9,74.7,500-1000,184,173,1094,167,462,35,20,324,2008,13,8,1,1,1,1,1,1,2,945,419,12,1654,704,28,46,0.5079,233,279,50,0.4997,233,279,7.37676330298,37.8935648714
07030400501004,070304088800501004,07030400501,070304088800501,1,0.1,16.4,84.9,355.9,84.9,500-1000,160,147,1275,189,526,35,20,324,2419,14,9,1,1,1,1,1,1,1,1074,456,14,1781,704,28,46,0.5079,233,279,50,0.4997,233,279,7.28374522639,37.7571481782
07030400501012,070304088800501012,07030400501,070304088800501,1,0.3,16.1,84.6,356.1,84.6,500-1000,160,147,1275,189,526,37,20,324,2456,11,9,1,1,1,1,1,1,1,1072,456,14,1779,704,28,46,0.5079,233,279,50,0.4997,233,279,7.28374522639,37.7571481782
07030400501016,070304088800501016,07030400501,070304088800501,1,0.2,16.1,84.6,356.2,84.6,500-1000,160,147,1275,189,526,37,20,324,2497,12,9,1,1,1,1,1,1,1,1072,456,14,1778,704,28,46,0.5079,233,279,50,0.4997,233,279,7.28374522639,37.7571481782
07030400501024,070304088800501024,07030400501,070304088800501,1,0.3,16.1,84.6,356,84.6,500-1000,160,147,1275,189,526,37,20,324,2460,11,9,1,1,1,1,1,1,1,1073,456,14,1780,704,28,46,0.5079,233,279,50,0.4997,233,279,7.28374522639,37.7571481782
07030400501028,070304088800501028,07030400501,070304088800501,1,0.3,16.1,84.6,355.9,84.6,500-1000,160,147,1275,189,526,35,20,324,2453,12,9,1,1,1,1,1,1,1,1073,456,14,1781,704,28,46,0.5079,233,279,50,0.4997,233,279,7.28374522639,37.7571481782
07030400501040,070304088800501040,07030400501,070304088800501,1,0.4,16.4,84.8,355.7,84.8,500-1000,160,147,1275,189,526,35,20,324,2422,11,9,1,1,1,1,1,1,1,1075,456,14,1782,704,28,46,0.5079,233,279,50,0.4997,233,279,7.28374522639,37.7571481782
07030400501052,070304088800501052,07030400501,070304088800501,1,0.7,16.3,84.7,355.3,84.7,500-1000,161,149,1276,190,526,35,20,324,2421,11,9,1,1,1,1,1,1,1,1076,455,14,1784,704,28,46,0.5079,233,279,50,0.4997,233,279,7.28374522639,37.7571481782
07030400501064,070304088800501064,07030400501,070304088800501,1,0.6,16.1,84.6,355.6,84.6,500-1000,161,149,1276,190,526,35,20,324,2449,12,9,1,1,1,1,1,1,1,1074,455,14,1782,704,28,46,0.5079,233,279,50,0.4997,233,279,7.28374522639,37.7571481782
07030400501076,070304088800501076,07030400501,070304088800501,1,0.7,15.8,84.3,355.9,84.3,500-1000,161,149,1270,189,524,35,20,324,2461,11,9,1,1,1,1,1,1,1,1072,455,14,1780,704,28,46,0.5079,233,279,50,0.4997,233,279,7.28374522639,37.7571481782
07030400501088,070304088800501088,07030400501,070304088800501,1,1,15.6,84.1,355.6,84.1,500-1000,161,149,1270,189,524,35,20,324,2414,11,9,1,1,1,1,1,1,1,1073,455,14,1782,704,28,46,0.5079,233,279,50,0.4997,233,279,7.28374522639,37.7571481782
07030400501100,070304088800501100,07030400501,070304088800501,1,0.5,16.4,84.9,355.3,84.9,500-1000,161,149,1276,190,526,35,20,324,2404,12,9,1,1,1,1,1,1,1,1076,456,14,1785,704,28,46,0.5079,233,279,50,0.4997,233,279,7.28374522639,37.7571481782
07030400501116,070304088800501116,07030400501,070304088800501,1,1.3,15.7,84.2,355.1,84.2,500-1000,161,149,1276,190,526,37,20,324,2438,12,9,1,1,1,1,1,1,1,1076,455,13,1785,704,28,46,0.5079,233,279,50,0.4997,233,279,7.28374522639,37.7571481782
07030600204004,070306088800204004,07030600204,070306088800204,1,1.9,10.3,82.8,376.9,82.8,500-1000,175,164,1125,177,481,37,20,324,2166,13,9,2,1,1,1,1,1,3,972,422,12,1696,704,28,46,0.5079,233,279,50,0.4997,233,279,7.442807492,37.8659104876
07030600204016,070306088800204016,07030600204,070306088800204,1,2.2,10.3,82.5,377.1,82.5,500-1000,175,164,1125,177,481,35,20,324,2146,14,9,2,1,1,1,1,1,3,971,422,12,1695,704,28,46,0.5079,233,279,50,0.4997,233,279,7.442807492,37.8659104876
07030600204022,070306088800204022,07030600204,070306088800204,1,2.1,11,82.4,376.3,82.4,500-1000,175,164,1125,177,481,37,20,324,2160,12,9,2,1,1,1,1,1,3,972,423,12,1694,704,28,46,0.5079,233,279,50,0.4997,233,279,7.442807492,37.8659104876
07030600204034,070306088800204034,07030600204,070306088800204,1,2,10.8,82.6,376.4,82.6,500-1000,175,164,1125,177,481,39,20,324,2167,13,9,2,1,1,1,1,1,3,972,423,12,1695,704,28,46,0.5079,233,279,50,0.4997,233,279,7.442807492,37.8659104876
07030600204040,070306088800204040,07030600204,070306088800204,1,2.1,11,82.4,376.3,82.4,500-1000,175,164,1125,177,481,37,20,324,2160,12,9,2,1,1,1,1,1,3,972,423,12,1694,704,28,46,0.5079,233,279,50,0.4997,233,279,7.442807492,37.8659104876
07030600204058,070306088800204058,07030600204,070306088800204,1,2.6,11.4,81.8,376.2,81.8,500-1000,175,165,1128,178,482,35,20,324,2141,11,9,2,1,1,1,1,1,3,970,423,12,1691,704,28,46,0.5079,233,279,50,0.4997,233,279,7.442807492,37.8659104876
07030600204076,070306088800204076,07030600204,070306088800204,1,2.3,11.4,82.2,375.9,82.2,500-1000,175,165,1128,178,482,37,20,324,2163,12,9,2,1,1,1,1,1,3,972,423,12,1693,704,28,46,0.5079,233,279,50,0.4997,233,279,7.442807492,37.8659104876
07030600204094,070306088800204094,07030600204,070306088800204,1,2.2,11.6,82.2,375.7,82.2,500-1000,175,165,1128,178,482,35,20,324,2169,12,9,2,1,1,1,1,1,3,972,423,12,1693,704,28,46,0.5079,233,279,50,0.4997,233,279,7.442807492,37.8659104876
07030600204113,070306088800204113,07030600204,070306088800204,1,1.7,11.8,82.7,375.1,82.7,500-1000,174,164,1135,179,485,35,20,324,2175,13,9,2,1,1,1,1,1,3,975,424,12,1695,704,28,46,0.5079,233,279,50,0.4997,233,279,7.442807492,37.8659104876
07030600204131,070306088800204131,07030600204,070306088800204,1,1.5,11.6,83,375.2,83,500-1000,174,164,1135,179,485,39,20,324,2184,13,9,2,1,1,1,1,1,3,976,424,12,1696,704,28,46,0.5079,233,279,50,0.4997,233,279,7.442807492,37.8659104876
07030600204149,070306088800204149,07030600204,070306088800204,1,0.9,11.1,83.5,375.5,83.5,500-1000,174,163,1143,180,488,43,20,324,2185,14,9,2,1,1,1,1,1,3,977,424,12,1699,704,28,46,0.5079,233,279,50,0.4997,233,279,7.442807492,37.8659104876
07030600204167,070306088800204167,07030600204,070306088800204,1,1.7,11.7,82.7,375.2,82.7,500-1000,174,164,1135,179,485,39,20,324,2173,12,9,2,1,1,1,1,1,3,975,424,12,1695,704,28,46,0.5079,233,279,50,0.4997,233,279,7.442807492,37.8659104876
07040101103002,070401088801103002,07040101103,070401088801103,1,2.5,1.9,1.9,378.9,1.9,10000-20000,192,187,1008,134,396,0,110,323,1699,0,3,3,3,3,3,3,3,3,994,421,11,1714,704,28,49,0.5182,220,271,53,0.5317,226,273,7.04439427787,38.475289676
